condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1TestAnswer.keys,train1TestAnswer.rt,train1TestAnswer.started,train1TestAnswer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/18_popata.wav,pngimages/18_donut.png,,,,,,,0,0,0,0,0,0,0,0,,,,,11.032009774808103,None,13.035707874935905,None,13.056663901517823,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/27_pakapa.wav,pngimages/27_kiwi.png,,,,,,,0,0,0,0,0,1,1,1,,,,,,,13.485889019237582,None,13.48191974070869,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/10_tokiti.wav,pngimages/100_bicycle.png,,,,,,,0,0,0,0,0,2,2,2,,,,,,,13.986091968822073,None,13.986257198102976,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/22_kakoki.wav,pngimages/22_egg.png,,,,,,,0,0,0,0,0,3,3,3,,,,,,,14.486453879848703,None,14.490811009194658,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/01_pitito.wav,pngimages/01_gift.png,,,,,,,0,0,0,0,0,4,4,4,,,,,,,14.986934351189483,None,14.981344119049027,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/24_takopa.wav,pngimages/24_banana.png,,,,,,,0,0,0,0,0,5,5,5,,,,,,,15.520700970872712,None,15.515504404289459,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,,,trainaudio/10_tokiti.wav,pngimages/100_bicycle.png,trainaudio/24_takopa.wav,pngimages/24_banana.png,-0.5,0.5,0,0,0,0,,,,,0,0,0,1,,,,,,,16.054208570250193,None,16.055440540303607,None,16.055440540303607,None,j,3.8214553391990194,18.040334672359677,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,,,trainaudio/18_popata.wav,pngimages/18_donut.png,trainaudio/22_kakoki.wav,pngimages/22_egg.png,0.5,-0.5,0,0,0,0,,,,,0,1,1,0,,,,,,,21.926762499145116,None,21.922058297692274,None,21.922058297692274,None,f,1.3615972566494747,23.911748458809598,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,,,trainaudio/01_pitito.wav,pngimages/01_gift.png,trainaudio/27_pakapa.wav,pngimages/27_kiwi.png,-0.5,0.5,0,0,0,0,,,,,0,2,2,2,,,,,,,25.31285892342057,None,25.316382354751113,None,25.316382354751113,None,j,0.050410788837325526,27.314737235981738,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,trainaudio/15_kopota.wav,pngimages/15_barrel.png,,,,,,,0,1,1,1,0,0,0,0,,,,,,,27.431500191999294,None,27.424163120869707,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,trainaudio/16_kotapi.wav,pngimages/16_icecream.png,,,,,,,0,1,1,1,0,1,1,1,,,,,,,27.94770410214951,27.93826443556827,27.93826443556827,27.93826443556827,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,trainaudio/06_titoka.wav,pngimages/06_tent.png,,,,,,,0,1,1,1,0,2,2,2,,,,,,,28.464670498606573,28.457893152990437,28.457893152990437,28.457893152990437,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,trainaudio/04_kitoti.wav,pngimages/04_ladder.png,,,,,,,0,1,1,1,0,3,3,3,,,,,,,28.98173733150943,28.976528833378325,28.976528833378325,28.976528833378325,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,trainaudio/23_patoko.wav,pngimages/23_lemon.png,,,,,,,0,1,1,1,0,4,4,4,,,,,,,29.49910094278166,29.49208572137286,29.49208572137286,29.49208572137286,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,trainaudio/02_kitipi.wav,pngimages/02_pallet.png,,,,,,,0,1,1,1,0,5,5,5,,,,,,,30.01582833070497,30.00756747082596,30.00756747082596,30.00756747082596,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,trainaudio/23_patoko.wav,pngimages/23_lemon.png,trainaudio/16_kotapi.wav,pngimages/16_icecream.png,-0.5,0.5,0,1,1,1,,,,,0,0,0,2,,,,,,,30.533050349242693,None,30.531175510423054,None,30.531175510423054,None,f,0.1443679508065543,32.51886298392128,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,trainaudio/15_kopota.wav,pngimages/15_barrel.png,trainaudio/04_kitoti.wav,pngimages/04_ladder.png,0.5,-0.5,0,1,1,1,,,,,0,1,1,0,,,,,,,32.71899698728485,None,32.72063262878146,None,32.72063262878146,None,f,0.14777561591836275,34.72070399151744,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,trainaudio/06_titoka.wav,pngimages/06_tent.png,trainaudio/02_kitipi.wav,pngimages/02_pallet.png,0.5,-0.5,0,1,1,1,,,,,0,2,2,1,,,,,,,34.90419057853288,None,34.896194025088334,None,34.896194025088334,None,None,,36.87229392688096,41.87655039323181,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/05_titopo.wav,pngimages/05_megaphone.png,,,,,,,0,2,2,2,0,0,0,0,,,,,,,41.926548637481034,42.42636441589639,41.928665580997404,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/08_tipako.wav,pngimages/08_bell.png,,,,,,,0,2,2,2,0,1,1,1,,,,,,,42.45971815116937,None,42.45217922543816,42.45217922543816,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/20_tatito.wav,pngimages/20_pizza.png,,,,,,,0,2,2,2,0,2,2,2,,,,,,,42.976705314560974,42.97767063717947,42.97767063717947,42.97767063717947,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/19_papipi.wav,pngimages/19_burger.png,,,,,,,0,2,2,2,0,3,3,3,,,,,,,43.49374496165947,43.4899512581178,43.4899512581178,43.4899512581178,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/14_pokoto.wav,pngimages/14_coffee.png,,,,,,,0,2,2,2,0,4,4,4,,,,,,,44.011024372452454,44.00246899968806,44.00246899968806,44.00246899968806,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/13_kopopi.wav,pngimages/13_toast.png,,,,,,,0,2,2,2,0,5,5,5,,,,,,,44.5279609400408,44.52355668863311,44.52355668863311,44.52355668863311,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
