condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1TestAnswer.keys,train1TestAnswer.rt,train1TestAnswer.started,train1TestAnswer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,trainaudio/20_tatito.wav,pngimages/20_pizza.png,trainaudio/13_kopopi.wav,pngimages/13_toast.png,-0.5,0.5,0,2,2,2,,,,,0,0,0,1,,,,,,,45.06182471121756,None,45.055396363370164,None,45.055396363370164,None,j,1.208694095885221,47.0477597952904,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,trainaudio/05_titopo.wav,pngimages/05_megaphone.png,trainaudio/19_papipi.wav,pngimages/19_burger.png,0.5,-0.5,0,2,2,2,,,,,0,1,1,0,,,,,,,48.29876081815783,None,48.29663941918989,None,48.29663941918989,None,f,0.1579140331978124,50.28351509435197,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,trainaudio/14_pokoto.wav,pngimages/14_coffee.png,trainaudio/08_tipako.wav,pngimages/08_bell.png,-0.5,0.5,0,2,2,2,,,,,0,2,2,2,,,,,,,50.467340106878694,None,50.47491335468658,None,50.47491335468658,None,j,0.04663536019870662,52.468822224092946,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/12_pokika.wav,pngimages/12_pie.png,,,,,,,0,3,3,3,0,0,0,0,,,,,,,52.58561123317559,None,52.57708553824705,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/25_tapapi.wav,pngimages/25_apple.png,,,,,,,0,3,3,3,0,1,1,1,,,,,,,53.1018785768687,53.09577898846874,53.09577898846874,53.09577898846874,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/17_kotako.wav,pngimages/17_cracker.png,,,,,,,0,3,3,3,0,2,2,2,,,,,,,53.619098707504605,53.6121548488336,53.6121548488336,53.6121548488336,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/03_kikita.wav,pngimages/03_box.png,,,,,,,0,3,3,3,0,3,3,3,,,,,,,54.13603829573768,54.132170963974204,54.132170963974204,54.132170963974204,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/11_tokiko.wav,pngimages/11_compass.png,,,,,,,0,3,3,3,0,4,4,4,,,,,,,54.65316818460306,54.650723954206114,54.650723954206114,54.650723954206114,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/07_pitapi.wav,pngimages/07_suitcase.png,,,,,,,0,3,3,3,0,5,5,5,,,,,,,55.170489506845485,55.670919231351945,55.17223830925468,55.17223830925468,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainaudio/17_kotako.wav,pngimages/17_cracker.png,trainaudio/07_pitapi.wav,pngimages/07_suitcase.png,0.5,-0.5,0,3,3,3,,,,,0,0,0,1,,,,,,,55.72094983426141,None,55.7232832447462,None,55.7232832447462,None,j,-0.395855146480244,57.72312805911133,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainaudio/12_pokika.wav,pngimages/12_pie.png,trainaudio/03_kikita.wav,pngimages/03_box.png,0.5,-0.5,0,3,3,3,,,,,0,1,1,0,,,,,,,57.7731586620208,None,57.77925353066166,None,57.77925353066166,None,f,-0.08320140037176316,59.77521379558857,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainaudio/11_tokiko.wav,pngimages/11_compass.png,trainaudio/25_tapapi.wav,pngimages/25_apple.png,-0.5,0.5,0,3,3,3,,,,,0,2,2,2,,,,,,,59.80856753086155,None,59.80233239101835,None,59.80233239101835,None,j,0.19721224675231497,61.793254220125164,None,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/21_papika.wav,pngimages/21_cheese.png,,,,,,,0,4,4,4,0,0,0,0,,,,,,,62.06038677093493,None,62.05200380148199,None,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/26_kapako.wav,pngimages/26_pineapple.png,,,,,,,0,4,4,4,0,1,1,1,,,,,,,62.57627238062051,62.57602000573206,62.57602000573206,62.57602000573206,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/09_tipata.wav,pngimages/09_plane.png,,,,,,,0,4,4,4,0,2,2,2,,,,,,,63.11005497196275,63.10111911120475,63.10111911120475,63.10111911120475,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/09_tipata.wav,pngimages/09_plane.png,,,,,,,0,4,4,4,0,3,3,3,,,,,,,63.627104927011175,63.62150563293653,63.62150563293653,63.62150563293653,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/18_popata.wav,pngimages/18_donut.png,,,,,,,0,4,4,4,0,4,4,4,,,,,,,64.12762402485096,64.12792242681644,64.12792242681644,64.12792242681644,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/03_kikita.wav,pngimages/03_box.png,,,,,,,0,4,4,4,0,5,5,5,,,,,,,64.62814640764118,64.62895869683416,64.62895869683416,64.62895869683416,,,,,,,,,,,1,001,2020_Jul_05_2120,sonority,2020.1.3,59.96221288930029,
