condFiles,testFiles,audio,imageLoc,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/18_popata.wav,pngimages/18_donut.png,0,0,0,0,0,0,0,0,,,,,,,,,,,11.44729522009402,None,15.439573469826701,None,15.46764832593999,None,1,001,2020_Jul_05_1911,sonority,2020.1.3,59.87166358088378,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/27_pakapa.wav,pngimages/27_kiwi.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,15.873025829157815,None,15.874816165434822,None,1,001,2020_Jul_05_1911,sonority,2020.1.3,59.87166358088378,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/10_tokiti.wav,pngimages/100_bicycle.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,16.38991263161979,None,16.38670372494653,None,1,001,2020_Jul_05_1911,sonority,2020.1.3,59.87166358088378,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/22_kakoki.wav,pngimages/22_egg.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,16.890393480541842,None,16.88879344489851,None,1,001,2020_Jul_05_1911,sonority,2020.1.3,59.87166358088378,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/01_pitito.wav,pngimages/01_gift.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,17.374064742238986,None,17.379067156866768,None,1,001,2020_Jul_05_1911,sonority,2020.1.3,59.87166358088378,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/24_takopa.wav,pngimages/24_banana.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,17.907918583045646,None,17.9007446267442,None,1,001,2020_Jul_05_1911,sonority,2020.1.3,59.87166358088378,
