condFiles,testFiles,audio,imageLoc,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/18_popata.wav,pngimages/18_donut.png,0,0,0,0,0,0,0,0,25.216131301393034,None,44.43615832861978,None,44.472536484667216,None,1,001,2020_Jul_06_2044,sonority,2020.1.3,61.437485934786494,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/27_pakapa.wav,pngimages/27_kiwi.png,0,0,0,0,0,1,1,1,,,45.87016573146393,None,45.86797591489449,None,1,001,2020_Jul_06_2044,sonority,2020.1.3,61.437485934786494,
