condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1TestAnswer.keys,train1TestAnswer.rt,train1TestAnswer.started,train1TestAnswer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,trainaudio/06_titoka.wav,pngimages/06_tent.png,trainaudio/02_pitito.wav,pngimages/02_pallet.png,0.5,-0.5,0,1,1,1,,,,,0,1,1,1,,,,,,,55.8700485304289,None,55.868301766953664,None,55.868301766953664,None,f,-0.4790142578276573,57.85482251633948,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,trainaudio/23_patoko.wav,pngimages/23_lemon.png,trainaudio/16_kotapi.wav,pngimages/16_icecream.png,-0.5,0.5,0,1,1,1,,,,,0,2,2,2,,,,,,,57.88819543270802,None,57.88549376784067,None,57.88549376784067,None,f,-0.08449008302704897,59.87313177828037,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block2.xlsx,autoConditions/train1Block2Test.xlsx,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/05_titopo.wav,pngimages/05_megaphone.png,,,,,,,0,2,2,2,0,0,0,0,,,,,,,59.9065046946489,None,59.90716576279374,None,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/08_tipako.wav,pngimages/08_bell.png,,,,,,,0,2,2,2,0,1,1,1,,,,,,,61.42376862463425,None,61.41822415526258,61.41822415526258,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/20_tatito.wav,pngimages/20_pizza.png,,,,,,,0,2,2,2,0,2,2,2,,,,,,,62.958486634204746,None,62.953683695421205,62.953683695421205,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/19_papipi.wav,pngimages/19_burger.png,,,,,,,0,2,2,2,0,3,3,3,,,,,,,64.47629310979391,None,64.4758531528496,64.4758531528496,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/14_pokoto.wav,pngimages/14_coffee.png,,,,,,,0,2,2,2,0,4,4,4,,,,,,,65.99436921569577,None,65.99067942233523,65.99067942233523,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,trainaudio/13_kopopi.wav,pngimages/13_toast.png,,,,,,,0,2,2,2,0,5,5,5,,,,,,,67.512076425337,None,67.5007240108389,67.5007240108389,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,trainaudio/05_titopo.wav,pngimages/05_megaphone.png,trainaudio/19_papipi.wav,pngimages/19_burger.png,0.5,-0.5,0,2,2,2,,,,,0,0,0,0,,,,,,,69.06340990793251,None,69.05663784845092,None,69.05663784845092,None,j,0.7259825686051045,71.04946457179904,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,trainaudio/20_tatito.wav,pngimages/20_pizza.png,trainaudio/13_kopopi.wav,pngimages/13_toast.png,-0.5,0.5,0,2,2,2,,,,,0,1,1,1,,,,,,,71.81656159226259,None,71.81850870001654,None,71.81850870001654,None,j,-0.006514776061521843,73.81838032259839,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,trainaudio/14_pokoto.wav,pngimages/14_coffee.png,trainaudio/08_tipako.wav,pngimages/08_bell.png,-0.5,0.5,0,2,2,2,,,,,0,2,2,2,,,,,,,73.85175323896692,None,73.8466720610304,None,73.8466720610304,None,j,-0.020156008773483336,75.83664691793092,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block3.xlsx,autoConditions/train1Block3Test.xlsx,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/12_pokika.wav,pngimages/12_pie.png,,,,,,,0,3,3,3,0,0,0,0,,,,,,,75.88670629248372,None,75.89074931251525,None,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/25_tapapi.wav,pngimages/25_apple.png,,,,,,,0,3,3,3,0,1,1,1,,,,,,,77.42041948450787,None,77.41762946578092,77.41762946578092,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/17_kotako.wav,pngimages/17_cracker.png,,,,,,,0,3,3,3,0,2,2,2,,,,,,,78.95495625538751,None,78.95070949285582,78.95070949285582,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/03_kikita.wav,pngimages/03_box.png,,,,,,,0,3,3,3,0,3,3,3,,,,,,,80.47289450661629,None,80.46898043036344,80.46898043036344,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/11_tokiko.wav,pngimages/11_compass.png,,,,,,,0,3,3,3,0,4,4,4,,,,,,,81.99087546220107,None,81.98603064972849,81.98603064972849,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainaudio/07_pitapi.wav,pngimages/07_suitcase.png,,,,,,,0,3,3,3,0,5,5,5,,,,,,,83.50889530859422,None,83.50593915439094,83.50593915439094,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainaudio/12_pokika.wav,pngimages/12_pie.png,trainaudio/03_kikita.wav,pngimages/03_box.png,0.5,-0.5,0,3,3,3,,,,,0,0,0,0,,,,,,,85.06011287395086,None,85.05686930536467,None,85.05686930536467,None,f,1.1418472225777805,87.04602141410578,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainaudio/17_kotako.wav,pngimages/17_cracker.png,trainaudio/07_pitapi.wav,pngimages/07_suitcase.png,0.5,-0.5,0,3,3,3,,,,,0,1,1,1,,,,,,,88.23017888636969,None,88.22846950337407,None,88.22846950337407,None,None,,90.21515525548602,95.2191383534664,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainaudio/11_tokiko.wav,pngimages/11_compass.png,trainaudio/25_tapapi.wav,pngimages/25_apple.png,-0.5,0.5,0,3,3,3,,,,,0,2,2,2,,,,,,,95.25251126983494,None,95.2504084478278,95.2504084478278,95.2504084478278,95.2504084478278,None,,97.23773306635849,102.24186908447882,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/21_papika.wav,pngimages/21_cheese.png,,,,,,,0,4,4,4,0,0,0,0,,,,,,,102.30861491721589,None,102.29772269798559,None,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/26_kapako.wav,pngimages/26_pineapple.png,,,,,,,0,4,4,4,0,1,1,1,,,,,,,103.84211100038374,None,103.83494553965284,103.83494553965284,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/09_tipata.wav,pngimages/09_plane.png,,,,,,,0,4,4,4,0,2,2,2,,,,,,,105.37687805769383,None,105.36805879382882,105.36805879382882,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/09_tipata.wav,pngimages/09_plane.png,,,,,,,0,4,4,4,0,3,3,3,,,,,,,106.89486312890949,None,106.89713495598699,106.89713495598699,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/18_popata.wav,pngimages/18_donut.png,,,,,,,0,4,4,4,0,4,4,4,,,,,,,108.42954523056687,None,108.42436361617001,108.42436361617001,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainaudio/03_kikita.wav,pngimages/03_box.png,,,,,,,0,4,4,4,0,5,5,5,,,,,,,109.93075250684342,None,109.93268530428759,109.93268530428759,,,,,,,,,,,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,,,trainaudio/21_papika.wav,pngimages/21_cheese.png,trainaudio/09_tipata.wav,pngimages/09_plane.png,-0.5,0.5,0,4,4,4,,,,,0,0,0,0,,,,,,,111.49879665055778,None,111.49433874493116,None,111.49433874493116,None,j,2.5843720890843542,113.48431473458186,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,,,trainaudio/09_tipata.wav,pngimages/09_plane.png,trainaudio/03_kikita.wav,pngimages/03_box.png,0.5,-0.5,0,4,4,4,,,,,0,1,1,1,,,,,,,116.17024264462816,None,116.1623785464617,None,116.1623785464617,None,j,-0.5580584955459926,118.15488432628626,None,1,001,2020_Jul_06_2030,sonority,2020.1.3,59.93995686462473,
