condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,instructions.started,instructions.stopped,imagetrain1.started,imagetrain1.stopped,stimuli1train1.started,stimuli1train1.stopped,stimuli2train1.started,stimuli2train1.stopped,stimuli3train1.started,stimuli3train1.stopped,stimuli4train1.started,stimuli4train1.stopped,stimuli5train1.started,stimuli5train1.stopped,listenTrain1.started,listenTrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1Response.keys,train1Response.started,train1Response.stopped,chooseImageTrain1.started,chooseImageTrain1.stopped,train1F.started,train1F.stopped,train1J.started,train1J.stopped,train1Response.rt,participant,session,date,expName,psychopyVersion,frameRate,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,,,,,,,0,1,1,1,0,0,0,0,,,,,,,100.65355076943524,None,100.65243747250642,None,102.65485134629998,None,104.6565032622544,None,106.65830243451055,None,108.65983843316789,None,98.65711135603487,None,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,,,,,,,0,1,1,1,0,1,1,1,,,,,,,111.66267010010779,120.66892397031188,111.66154585338663,None,113.66408961501438,None,115.66592276960145,None,117.6674070395762,None,119.66903554534073,None,109.67262841504999,109.67262841504999,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,,,,,,,0,1,1,1,0,2,2,2,,,,,,,122.68838637066074,131.6946640284732,122.68748451911378,None,124.69156541188713,None,126.69157145337667,None,128.6932788735954,None,130.6947091494454,None,120.69802563008852,120.69802563008852,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,,,,,,,0,1,1,1,0,3,3,3,,,,,,,133.73089139256626,142.73742391727865,133.72995971215423,None,135.732313172915,None,137.73381858740467,None,139.73559963589068,None,141.73720057846512,None,131.7406990530435,131.7406990530435,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,trainingaudio/18_popata2.wav,pngimages/18_donut.png,,,,,,,0,1,1,1,0,4,4,4,,,,,,,144.75686517334543,None,144.75572733373846,None,146.75836171468254,None,148.75992414404172,None,150.76160815407056,None,152.7631366010988,None,142.75864773220383,142.75864773220383,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,,,,,,,0,1,1,1,0,5,5,5,,,,,,,155.7659539198503,153.77269222633913,155.76487800364848,None,157.76743498051073,None,159.76913107328582,None,161.75414451516698,None,163.75549889730755,None,153.77269222633913,153.77269222633913,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,,,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,0.5,-0.5,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,164.80681665434966,None,164.79831334669143,None,164.79831334669143,None,f,165.79075078153983,None,164.79831334669143,None,165.79075078153983,None,165.79075078153983,None,4.495697467355058,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,,,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,-0.5,0.5,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,170.3445747306803,None,170.340599371586,None,170.340599371586,None,j,171.32880639168434,None,170.340599371586,None,171.32880639168434,None,171.32880639168434,None,2.4816488195210695,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,,,trainingaudio/18_popata2.wav,pngimages/18_donut.png,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,-0.5,0.5,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,173.8640650721034,None,173.85584457265213,None,173.85584457265213,None,f,174.84830088657327,None,173.85584457265213,None,174.84830088657327,None,174.84830088657327,None,1.6529987463727593,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
aoiConditions/train1Block2.xlsx,aoiConditions/train1Block2Test.xlsx,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Jul_31_1110,sonority,2020.1.3,59.89276271875241,
