alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,condFile,numWords,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,16.192871275357902,None,,,,,,,
