condFile,numWords,condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,currentPhase,imageFalse,truePos,falsePos,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,text_3.started,text_3.stopped,imagetrain1p1.started,imagetrain1p1.stopped,stimuli1train1p1.started,stimuli1train1p1.stopped,stimuli2train1p1.started,stimuli2train1p1.stopped,stimuli3train1p1.started,stimuli3train1p1.stopped,stimuli4train1p1.started,stimuli4train1p1.stopped,stimuli5train1p1.started,stimuli5train1p1.stopped,listenTrain1p1.started,listenTrain1p1.stopped,text_4.started,text_4.stopped,train1QuestText.started,train1QuestText.stopped,train1QuestAdvance.keys,train1QuestAdvance.rt,train1QuestAdvance.started,train1QuestAdvance.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1Response.keys,train1Response.rt,train1Response.started,train1Response.stopped,chooseImageTrain1.started,chooseImageTrain1.stopped,train1F.started,train1F.stopped,train1J.started,train1J.stopped,correctFeed.started,correctFeed.stopped,incorrectFeed.started,incorrectFeed.stopped,fFeedback.started,fFeedback.stopped,jFeedback.started,jFeedback.stopped,circle.started,circle.stopped,xTrain.started,xTrain.stopped,train1Instructions.started,train1Instructions.stopped,participant,session,Experiment Type,date,expName,psychopyVersion,frameRate,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block1.xlsx,ioaConditions/train1P1Block1Test.xlsx,trainingaudio/17_kotako1.wav,pngimages/17_cracker.png,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,13.320014030919992,None,14.40477949824708,None,n,1.3870448872330599,14.40477949824708,None,14.40477949824708,None,17.892288168455707,None,17.874215546755295,None,19.876834827482526,None,21.878352703883138,None,23.88000424400525,None,25.86514793441893,None,15.885361441483838,None,15.885361441483838,25.89796132587071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block1.xlsx,ioaConditions/train1P1Block1Test.xlsx,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,28.91791762462526,26.91530627309112,28.916651519371953,None,30.90255603587866,None,32.904036909319984,None,34.90597541115858,None,36.90750612531701,None,26.91530627309112,26.91530627309112,26.91530627309112,36.92401254022843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block1.xlsx,ioaConditions/train1P1Block1Test.xlsx,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.92506901240267,None,space,1.6035095416591503,37.92506901240267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block1.xlsx,ioaConditions/train1P1Block1Test.xlsx,,,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,train1P1,pngimages/17_cracker.png,-0.5,0.5,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05911290318909,None,40.06011696709902,None,40.06011696709902,None,f,0.6781777327560121,41.06070184036798,None,39.5637596816523,None,41.06070184036798,None,41.06070184036798,None,41.781594578234944,None,41.781594578234944,None,41.781594578234944,None,41.781594578234944,None,41.781594578234944,None,41.781594578234944,None,41.781594578234944,None,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block1.xlsx,ioaConditions/train1P1Block1Test.xlsx,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block2.xlsx,ioaConditions/train1P1Block2Test.xlsx,trainingaudio/05_titopo1.wav,pngimages/05_megaphone.png,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,44.79761799129483,None,44.79653841115214,None,46.799257373313594,None,48.800922128786624,None,50.80245548600942,None,52.80411948632536,None,42.801390404987615,None,42.801390404987615,52.80353808680957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block2.xlsx,ioaConditions/train1P1Block2Test.xlsx,trainingaudio/06_titoka1.wav,pngimages/06_tent.png,,,,,,,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,55.823480792634655,53.827134268241934,55.822559041429486,None,57.82509072332323,None,59.82665995075513,None,61.828359066123085,None,63.83002721983212,None,53.827134268241934,53.827134268241934,53.827134268241934,63.8294907524687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block2.xlsx,ioaConditions/train1P1Block2Test.xlsx,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.83025754435948,None,None,,64.83025754435948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block2.xlsx,ioaConditions/train1P1Block2Test.xlsx,,,trainingaudio/06_titoka1.wav,pngimages/06_tent.png,train1P1,pngimages/05_megaphone.png,-0.5,0.5,0,0,0,0,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.34672933507682,None,65.34776926919585,None,65.34776926919585,None,f,0.05227989186823834,66.3486301543162,None,64.84696974101826,None,66.3486301543162,None,66.3486301543162,None,66.45104603205982,None,66.45104603205982,None,66.45104603205982,None,66.45104603205982,None,66.45104603205982,None,66.45104603205982,None,66.45104603205982,None,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
ioaConditions/train1P1LoopCondition.xlsx,two,ioaConditions/train1P1Block2.xlsx,ioaConditions/train1P1Block2Test.xlsx,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tom,001,2,2020_Aug_29_1822,condition1,2020.1.3,59.96076477966969,
