condFile,numWords,condFiles,testFiles,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,alltrain2.thisRepN,alltrain2.thisTrialN,alltrain2.thisN,alltrain2.thisIndex,trial2phases.thisRepN,trial2phases.thisTrialN,trial2phases.thisN,trial2phases.thisIndex,train2Words.thisRepN,train2Words.thisTrialN,train2Words.thisN,train2Words.thisIndex,train2Questions.thisRepN,train2Questions.thisTrialN,train2Questions.thisN,train2Questions.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,train1QuestText.started,train1QuestText.stopped,train1QuestAdvance.keys,train1QuestAdvance.rt,train1QuestAdvance.started,train1QuestAdvance.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,train2Type.started,train2Type.stopped,skipTrain2Type.keys,skipTrain2Type.rt,skipTrain2Type.started,skipTrain2Type.stopped,train2QuestText.started,train2QuestText.stopped,train2QuestAdvance.keys,train2QuestAdvance.rt,train2QuestAdvance.started,train2QuestAdvance.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Text.started,test1Text.stopped,key_resp.keys,key_resp.started,key_resp.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Text.started,test2Text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3warning3.started,test3warning3.stopped,test3warning2.started,test3warning2.stopped,test3warning1.started,test3warning1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
aoiConditions/train1P1LoopCondition.xlsx,two,aoiConditions/train1P1Block11.xlsx,aoiConditions/train1P1Block11Test.xlsx,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.20835926057771,None,d,0.25997492857277393,44.20835926057771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P1LoopCondition.xlsx,two,aoiConditions/train1P1Block12.xlsx,aoiConditions/train1P1Block12Test.xlsx,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.50804737908766,None,d,0.2771431487053633,44.50804737908766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P1LoopCondition.xlsx,two,aoiConditions/train1P1Block13.xlsx,aoiConditions/train1P1Block13Test.xlsx,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.821908368729055,None,d,0.31462294748052955,44.821908368729055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P1LoopCondition.xlsx,two,aoiConditions/train1P1Block14.xlsx,aoiConditions/train1P1Block14Test.xlsx,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.17618673667312,None,d,0.31269955169409513,45.17618673667312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P1LoopCondition.xlsx,two,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block1.xlsx,aoiConditions/train1P2Block1Test.xlsx,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.52966991905123,None,d,5.675575055647641,45.52966991905123,None,51.228523961268365,None,d,0.9325859751552343,51.228523961268365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block2.xlsx,aoiConditions/train1P2Block2Test.xlsx,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.19895259104669,None,d,0.19928637240082026,52.19895259104669,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block3.xlsx,aoiConditions/train1P2Block3Test.xlsx,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.430098473094404,None,d,0.20996473403647542,52.430098473094404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block4.xlsx,aoiConditions/train1P2Block4Test.xlsx,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.682816677261144,None,d,0.19015382649376988,52.682816677261144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block5.xlsx,aoiConditions/train1P2Block5Test.xlsx,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.899365664459765,None,d,0.23828668938949704,52.899365664459765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block6.xlsx,aoiConditions/train1P2Block6Test.xlsx,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.16592937754467,None,d,0.23022533999755979,53.16592937754467,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block7.xlsx,aoiConditions/train1P2Block7Test.xlsx,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43873827625066,None,d,0.23350802715867758,53.43873827625066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train1P2LoopCondition.xlsx,four,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.69073832174763,None,None,None,None,None,d,5.546203047968447,53.69073832174763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block1.xlsx,aoiConditions/train2P1Block1Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.29836356500164,None,d,7.4808026612736285,59.29836356500164,None,66.8102664211765,None,d,5.175748742651194,66.8102664211765,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block2.xlsx,aoiConditions/train2P1Block2Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.01600980199873,None,d,0.31335238879546523,72.01600980199873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block3.xlsx,aoiConditions/train2P1Block3Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.36666339449584,None,d,0.3893329659476876,72.36666339449584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block4.xlsx,aoiConditions/train2P1Block4Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.79722025059164,None,d,0.24150858633220196,72.79722025059164,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block5.xlsx,aoiConditions/train2P1Block5Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.06592031568289,None,d,0.2244502422399819,73.06592031568289,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block6.xlsx,aoiConditions/train2P1Block6Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.31435901904479,None,d,0.22592847142368555,73.31435901904479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block7.xlsx,aoiConditions/train2P1Block7Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.56431257678196,None,d,0.22269335947930813,73.56431257678196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block8.xlsx,aoiConditions/train2P1Block8Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8149106646888,None,d,0.2362941955216229,73.8149106646888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block9.xlsx,aoiConditions/train2P1Block9Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.08051985362545,None,d,1.4854620075784624,74.08051985362545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block10.xlsx,aoiConditions/train2P1Block10Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.60113425273448,None,d,0.22277831472456455,75.60113425273448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block11.xlsx,aoiConditions/train2P1Block11Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8499376992695,None,d,0.22039804561063647,75.8499376992695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block12.xlsx,aoiConditions/train2P1Block12Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09995091473684,None,d,0.2321272143162787,76.09995091473684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block13.xlsx,aoiConditions/train2P1Block13Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.36832248419523,None,d,0.24046797351911664,76.36832248419523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block14.xlsx,aoiConditions/train2P1Block14Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.63460376672447,None,d,0.23664496839046478,76.63460376672447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P1LoopCondition.xlsx,two,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block1.xlsx,aoiConditions/train2P2Block1Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.91827415395528,None,d,0.7569776927120984,76.91827415395528,None,77.70439768349752,None,d,0.3213204755447805,77.70439768349752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block2.xlsx,aoiConditions/train2P2Block2Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.05567805981264,None,d,0.1656276904977858,78.05567805981264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block3.xlsx,aoiConditions/train2P2Block3Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2547088097781,None,d,0.1632066424936056,78.2547088097781,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block4.xlsx,aoiConditions/train2P2Block4Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.45521665597335,None,d,0.14680642215535045,78.45521665597335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block5.xlsx,aoiConditions/train2P2Block5Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.635669299867,None,d,0.16621898161247373,78.635669299867,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block6.xlsx,aoiConditions/train2P2Block6Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.8367337002419,None,d,0.16522594448179007,78.8367337002419,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instructions,001,2020_Aug_17_1715,sonority,2020.1.3,59.94563237277051,
