condFile,numWords,condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,currentPhase,imageFalse,truePos,falsePos,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,break_loop.thisRepN,break_loop.thisTrialN,break_loop.thisN,break_loop.thisIndex,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,imagetrain1p1.started,imagetrain1p1.stopped,stimuli1train1p1.started,stimuli1train1p1.stopped,stimuli2train1p1.started,stimuli2train1p1.stopped,stimuli3train1p1.started,stimuli3train1p1.stopped,stimuli4train1p1.started,stimuli4train1p1.stopped,stimuli5train1p1.started,stimuli5train1p1.stopped,listenTrain1p1.started,listenTrain1p1.stopped,train1QuestText.started,train1QuestText.stopped,train1QuestAdvance.keys,train1QuestAdvance.rt,train1QuestAdvance.started,train1QuestAdvance.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1Response.keys,train1Response.rt,train1Response.started,train1Response.stopped,chooseImageTrain1.started,chooseImageTrain1.stopped,train1F.started,train1F.stopped,train1J.started,train1J.stopped,correctFeed.started,correctFeed.stopped,incorrectFeed.started,incorrectFeed.stopped,fFeedback.started,fFeedback.stopped,jFeedback.started,jFeedback.stopped,circle.started,circle.stopped,xTrain.started,xTrain.stopped,train1Instructions.started,train1Instructions.stopped,participant,session,ID Number,date,expName,psychopyVersion,frameRate,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block1.xlsx,oiaConditions/train1P1Block1Test.xlsx,trainingaudio/17_kotako1.wav,pngimages/17_cracker.png,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,15.664612748514628,None,17.0349380048865,None,d,0.7909349449619185,17.0349380048865,None,19.90374462795444,None,19.884490646174527,None,21.886954743837123,None,23.88933728383563,None,25.890212518032058,None,27.891973936304566,None,17.887975309189642,28.892540270957397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block1.xlsx,oiaConditions/train1P1Block1Test.xlsx,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,30.894558444735594,39.90099281311268,30.893609997452586,None,32.896181328294915,None,34.89769996156974,None,36.89944061283313,None,38.90114992482995,None,28.91541831890936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block1.xlsx,oiaConditions/train1P1Block1Test.xlsx,,,,,,,,,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,39.919725392450346,None,d,1.411884154920699,39.919725392450346,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block1.xlsx,oiaConditions/train1P1Block1Test.xlsx,,,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,train1P1,pngimages/17_cracker.png,-0.5,0.5,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.870557129223016,None,41.87052386428695,None,41.87052386428695,None,f,0.26436263843788765,42.87149575937656,None,41.3840816875163,None,42.87149575937656,None,42.87149575937656,None,43.17719527843292,None,43.17719527843292,None,43.17719527843292,None,43.17719527843292,None,43.17719527843292,None,43.17719527843292,None,43.17719527843292,None,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block1.xlsx,oiaConditions/train1P1Block1Test.xlsx,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block2.xlsx,oiaConditions/train1P1Block2Test.xlsx,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,46.19117599306628,None,46.18962870135147,None,48.176039538826444,None,50.17717983534385,None,52.17885176673008,None,54.180570518263266,None,44.196366229996784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block2.xlsx,oiaConditions/train1P1Block2Test.xlsx,trainingaudio/06_titoka2.wav,pngimages/06_tent.png,,,,,,,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,57.19978862980497,66.20698986647767,57.19945224233379,None,59.201669401620165,None,61.20376120378205,None,63.20519525879354,None,65.20653907176165,None,55.211452503630426,55.211452503630426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block2.xlsx,oiaConditions/train1P1Block2Test.xlsx,,,,,,,,,0,0,0,0,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,66.22373225084448,None,None,,66.22373225084448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block2.xlsx,oiaConditions/train1P1Block2Test.xlsx,,,trainingaudio/06_titoka2.wav,pngimages/06_tent.png,train1P1,pngimages/05_megaphone.png,-0.5,0.5,0,0,0,0,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.74027976531943,None,66.74123161082389,None,66.74123161082389,None,f,0.36501872426015325,67.74190030788304,None,66.2447835211351,None,67.74190030788304,None,67.74190030788304,None,68.14338510984089,None,68.14338510984089,None,68.14338510984089,None,68.14338510984089,None,68.14338510984089,None,68.14338510984089,None,68.14338510984089,None,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
oiaConditions/train1P1LoopCondition.xlsx,two,oiaConditions/train1P1Block2.xlsx,oiaConditions/train1P1Block2Test.xlsx,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adelete,001,3053,2020_Sep_09_2103,condition1,2020.1.3,59.62081253806472,
