condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,blockloop2.thisRepN,blockloop2.thisTrialN,blockloop2.thisN,blockloop2.thisIndex,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1TestAnswer.keys,train1TestAnswer.rt,train1TestAnswer.started,train1TestAnswer.stopped,notice.started,notice.stopped,stimulitrain2.started,stimulitrain2.stopped,imagetrain2.started,imagetrain2.stopped,stimulitest2.started,stimulitest2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,correct2.started,correct2.stopped,incorrect2.started,incorrect2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,wavaudio/pakito1.wav,pngimages/17_cracker.png,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,66.62086084009498,67.12069802702172,66.6218171780929,66.6218171780929,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,wavaudio/pakito1.wav,pngimages/03_box.png,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,67.13735887893127,67.63735276216175,67.13848814921221,67.13848814921221,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,wavaudio/pakito1.wav,pngimages/13_toast.png,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,67.6540136140713,68.15380398090929,67.65599621814908,67.65599621814908,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,,,wavaudio/pakito1.wav,pngimages/16_icecream.png,wavaudio/pakito1.wav,pngimages/17_cracker.png,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,68.18712568472839,70.18714139208896,68.1873713391251,None,68.1873713391251,None,j,-0.6599917838466354,70.18714139208896,None,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,,,wavaudio/pakito1.wav,pngimages/09_plane.png,wavaudio/pakito1.wav,pngimages/13_toast.png,0,4,4,4,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,70.22046309590806,72.22014615416992,70.22427311813226,None,70.22427311813226,None,j,0.6995577767374925,72.22014615416992,None,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,,,wavaudio/pakito1.wav,pngimages/13_toast.png,wavaudio/pakito1.wav,pngimages/03_box.png,0,4,4,4,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,72.95308604775929,74.95249913533917,72.94785715040052,None,72.94785715040052,None,j,0.719439321954269,74.9359848604654,None,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,wavaudio/pakito1.wav,pngimages/01_gift.png,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,75.70253855482443,None,75.69570909015602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,wavaudio/pakito1.wav,pngimages/100_bicycle.png,,,,,0,5,5,5,0,1,1,1,,,,,,,,,,,,,,,,,,,76.21823725393043,76.21379863435868,76.21379863435868,76.21379863435868,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,wavaudio/pakito1.wav,pngimages/23_lemon.png,,,,,0,5,5,5,0,2,2,2,,,,,,,,,,,,,,,,,,,76.71814127279795,76.71863394090906,76.71863394090906,76.71863394090906,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,wavaudio/pakito1.wav,pngimages/11_compass.png,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,,,,,,,77.21791321366909,77.21808153943857,77.21808153943857,77.21808153943857,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,wavaudio/pakito1.wav,pngimages/19_burger.png,,,,,0,5,5,5,0,4,4,4,,,,,,,,,,,,,,,,,,,77.71774745548028,78.2176941409707,77.71993357589236,77.71993357589236,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,wavaudio/pakito1.wav,pngimages/26_pineapple.png,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,78.2510158447898,None,78.24375518230954,78.24375518230954,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
autoConditions/train1Block6.xlsx,autoConditions/train1Block6Test.xlsx,,,wavaudio/pakito1.wav,pngimages/01_gift.png,wavaudio/pakito1.wav,pngimages/11_compass.png,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,78.76753276269883,80.76763191557257,78.76568208553363,None,78.76568208553363,None,j,0.3419848544872366,80.75083558750339,None,,,,,,,,,,,,,,,,,1,001,2020_Jul_03_1653,sonority,2020.1.3,60.05169762079808,
