alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,condFile,numWords,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,condFiles,testFiles,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,text_3.started,text_3.stopped,participant,session,Experiment Type,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,19.975727570650633,None,21.775538553498336,None,s,1.4362965779437218,21.775538553498336,None,21.775538553498336,None,,,,,,,,
