condFiles,testFiles,audio,imageLoc,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/18_popata.wav,pngimages/18_donut.png,0,0,0,0,0,0,0,0,,,,,,,,,,,14.209376006489038,None,38.30336042976415,None,38.346967140285415,None,1,001,2020_Jul_06_2048,sonority,2020.1.3,59.95800469239419,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/27_pakapa.wav,pngimages/27_kiwi.png,0,0,0,0,0,1,1,1,,,,,,,,,,,,,39.73993009471888,None,39.75306453871599,None,1,001,2020_Jul_06_2048,sonority,2020.1.3,59.95800469239419,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/10_tokiti.wav,pngimages/100_bicycle.png,0,0,0,0,0,2,2,2,,,,,,,,,,,,,41.225146114248496,None,41.23268179279694,None,1,001,2020_Jul_06_2048,sonority,2020.1.3,59.95800469239419,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/22_kakoki.wav,pngimages/22_egg.png,0,0,0,0,0,3,3,3,,,,,,,,,,,,,42.79299890009425,None,42.79664074072207,None,1,001,2020_Jul_06_2048,sonority,2020.1.3,59.95800469239419,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/01_kitipi.wav,pngimages/01_gift.png,0,0,0,0,0,4,4,4,,,,,,,,,,,,,44.24329868023488,None,44.24469942883297,None,1,001,2020_Jul_06_2048,sonority,2020.1.3,59.95800469239419,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/24_takopa.wav,pngimages/24_banana.png,0,0,0,0,0,5,5,5,,,,,,,,,,,,,45.81331024552929,None,45.81483748363098,None,1,001,2020_Jul_06_2048,sonority,2020.1.3,59.95800469239419,
