firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,testLoop.thisRepN,testLoop.thisTrialN,testLoop.thisN,testLoop.thisIndex,instructions.started,instructions.stopped,notice.started,notice.stopped,text_2.started,text_2.stopped,audioFirst.started,audioFirst.stopped,audioSecond.started,audioSecond.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
novelaudio/76_patoti1.wav,novelaudio/76_patoti3.wav,pngimages/76_rabbit.png,1,,,,,,,,,0,0,0,75,12.763974730798509,None,14.933502766347374,None,16.890568828981486,None,17.972144593740815,19.9727730389277,19.956209936333472,21.95771285824594,17.99351656313229,None,f,4.452323461242486,21.95771285824594,None,1,001,2020_Jul_06_2207,sonority,2020.1.3,60.05194717195784,
novelaudio/49_tatopi3.wav,novelaudio/49_tatopi1.wav,pngimages/49_calculator.png,2,,,,,,,,,0,1,1,48,,,,,,,26.478267176795637,28.47985512985906,28.479770023195307,30.481509688150254,26.48113777123217,None,f,0.8809118270000909,30.481509688150254,None,1,001,2020_Jul_06_2207,sonority,2020.1.3,60.05194717195784,
