alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,condFile,numWords,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,condFiles,testFiles,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,text_3.started,text_3.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,participant,session,Experiment Type,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,11.977742343879072,None,11.977742343879072,None,13.891193560571992,None,j,0.25757078609603923,13.891193560571992,None,,,,,,,,
