condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,blockloop2.thisRepN,blockloop2.thisTrialN,blockloop2.thisN,blockloop2.thisIndex,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,instructions.started,instructions.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,imagetrain2.started,imagetrain2.stopped,stimuli1train2.started,stimuli1train2.stopped,stimuli2train2.started,stimuli2train2.stopped,stimuli3train2.started,stimuli3train2.stopped,stimuli4train2.started,stimuli4train2.stopped,stimuli5train2.started,stimuli5train2.stopped,listenTrain2.started,listenTrain2.stopped,train2QuestText.started,train2QuestText.stopped,train2QuestAdvance.keys,train2QuestAdvance.rt,train2QuestAdvance.started,train2QuestAdvance.stopped,stimulitest2.started,stimulitest2.stopped,correct2.started,correct2.stopped,incorrect2.started,incorrect2.stopped,train2Response.keys,train2Response.rt,train2Response.started,train2Response.stopped,chooseImageTrain2.started,chooseImageTrain2.stopped,train2F.started,train2F.stopped,train2J.started,train2J.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,13.894254731014371,None,15.377749543171376,None,None,None,None,None,h,3.55573205370456,15.377749543171376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomasdelete,001,2020_Aug_07_1607,sonority,2020.1.3,59.98065901591219,
aoiConditions/train2Block1.xlsx,aoiConditions/train2Block1Test.xlsx,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,21.026494842255488,None,21.00747122836765,None,23.00993305479642,None,25.01167445734609,None,27.013245948473923,None,29.01518935675267,None,19.009146893862635,30.0158191237133,,,,,,,,,,,,,,,,,,,,,,,thomasdelete,001,2020_Aug_07_1607,sonority,2020.1.3,59.98065901591219,
aoiConditions/train2Block1.xlsx,aoiConditions/train2Block1Test.xlsx,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,32.050994547782466,30.051167102064937,32.05002911144402,None,34.05250755150337,None,36.054199113394134,None,38.05580722994637,None,40.05754787719343,None,30.051167102064937,None,,,,,,,,,,,,,,,,,,,,,,,thomasdelete,001,2020_Aug_07_1607,sonority,2020.1.3,59.98065901591219,
aoiConditions/train2Block1.xlsx,aoiConditions/train2Block1Test.xlsx,,,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,-0.5,0.5,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.05838040495291,None,h,2.2681099062319845,41.05838040495291,None,43.37659388163593,None,43.38175227679312,None,43.38175227679312,None,f,2.8293501078151166,44.37795079359785,None,43.38175227679312,None,44.37795079359785,None,44.37795079359785,None,thomasdelete,001,2020_Aug_07_1607,sonority,2020.1.3,59.98065901591219,
aoiConditions/train2Block1.xlsx,aoiConditions/train2Block1Test.xlsx,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomasdelete,001,2020_Aug_07_1607,sonority,2020.1.3,59.98065901591219,
