condFile,numWords,condFiles,testFiles,audio,imageLoc,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,text_3.started,text_3.stopped,imagetrain1p1.started,imagetrain1p1.stopped,stimuli1train1p1.started,stimuli1train1p1.stopped,stimuli2train1p1.started,stimuli2train1p1.stopped,stimuli3train1p1.started,stimuli3train1p1.stopped,stimuli4train1p1.started,stimuli4train1p1.stopped,stimuli5train1p1.started,stimuli5train1p1.stopped,listenTrain1p1.started,listenTrain1p1.stopped,participant,session,Experiment Type,date,expName,psychopyVersion,frameRate,
aoiConditions/train1P1LoopCondition.xlsx,two,aoiConditions/train1P1Block1.xlsx,aoiConditions/train1P1Block1Test.xlsx,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,0,0,0,0,0,0,0,0,0,0,0,0,48.40106221141468,None,50.79528491711244,None,space,1.0358033813827205,50.79528491711244,None,50.79528491711244,None,53.90983247855911,None,53.87566742196505,None,55.87806883834419,None,57.880325641122184,None,59.88205798363488,None,61.882966066407974,None,51.889981524960604,62.90049602842191,thomas,001,2,2020_Aug_29_1817,condition1,2020.1.3,59.988063258714945,
