condFile,numWords,condFiles,testFiles,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,alltrian1.thisRepN,alltrian1.thisTrialN,alltrian1.thisN,alltrian1.thisIndex,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,alltrain2.thisRepN,alltrain2.thisTrialN,alltrain2.thisN,alltrain2.thisIndex,trial2phases.thisRepN,trial2phases.thisTrialN,trial2phases.thisN,trial2phases.thisIndex,train2Words.thisRepN,train2Words.thisTrialN,train2Words.thisN,train2Words.thisIndex,train2Questions.thisRepN,train2Questions.thisTrialN,train2Questions.thisN,train2Questions.thisIndex,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,train1QuestText.started,train1QuestText.stopped,train1QuestAdvance.keys,train1QuestAdvance.rt,train1QuestAdvance.started,train1QuestAdvance.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1Response.keys,train1Response.rt,train1Response.started,train1Response.stopped,chooseImageTrain1.started,chooseImageTrain1.stopped,train1F.started,train1F.stopped,train1J.started,train1J.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,train2Type.started,train2Type.stopped,skipTrain2Type.keys,skipTrain2Type.rt,skipTrain2Type.started,skipTrain2Type.stopped,train2QuestText.started,train2QuestText.stopped,train2QuestAdvance.keys,train2QuestAdvance.rt,train2QuestAdvance.started,train2QuestAdvance.stopped,participant,session,date,expName,psychopyVersion,frameRate
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block1.xlsx,aoiConditions/train1P2Block1Test.xlsx,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,trainingaudio/26_kapako1.wav,pngimages/26_pineapple.png,-0.5,0.5,0,1,1,1,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.24207326,None,81.24251484,None,81.24251484,None,j,-0.735222999,82.24368307,None,81.24251484,None,82.24368307,None,82.24368307,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block1.xlsx,aoiConditions/train1P2Block1Test.xlsx,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block2.xlsx,aoiConditions/train1P2Block2Test.xlsx,trainingaudio/18_popata2.wav,pngimages/18_donut.png,trainingaudio/02_pitito3.wav,pngimages/02_pallet.png,0.5,-0.5,0,1,1,1,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,82.27673687,None,j,0.808232016,82.27673687,None,83.62880469,None,83.62816979,None,83.62816979,None,f,-0.706535923,84.63420768,None,83.62816979,None,84.63420768,None,84.63420768,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block2.xlsx,aoiConditions/train1P2Block2Test.xlsx,trainingaudio/25_tapapi1.wav,pngimages/25_apple.png,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,-0.5,0.5,0,1,1,1,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.21201066,None,85.21252209,None,85.21252209,None,j,-0.689404329,86.21264896,None,85.21252209,None,86.21264896,None,86.21264896,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block2.xlsx,aoiConditions/train1P2Block2Test.xlsx,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block3.xlsx,aoiConditions/train1P2Block3Test.xlsx,trainingaudio/16_kokapi2.wav,pngimages/16_icecream.png,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,-0.5,0.5,0,1,1,1,0,2,2,2,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,86.23803333,None,j,0.460744438,86.23803333,None,87.24701541,None,87.24738148,None,87.24738148,None,f,1.233093066,88.2478829,None,87.24738148,None,88.2478829,None,88.2478829,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block3.xlsx,aoiConditions/train1P2Block3Test.xlsx,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,-0.5,0.5,0,1,1,1,0,2,2,2,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.99925711,None,89.99924597,None,89.99924597,None,None,,91.0001499,None,89.99924597,None,91.0001499,None,91.0001499,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block3.xlsx,aoiConditions/train1P2Block3Test.xlsx,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block4.xlsx,aoiConditions/train1P2Block4Test.xlsx,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,-0.5,0.5,0,1,1,1,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,97.01173974,None,h,1.24552227,97.01173974,None,98.80678985,None,98.8069422,None,98.8069422,None,f,0.085682137,99.80762789,None,98.8069422,None,99.80762789,None,99.80762789,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block4.xlsx,aoiConditions/train1P2Block4Test.xlsx,trainingaudio/03_kikita3.wav,pngimages/03_box.png,trainingaudio/94_kipipi1.wav,pngimages/94_house.png,0.5,-0.5,0,1,1,1,0,3,3,3,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4582601,None,100.4581614,None,100.4581614,None,j,0.056150791,101.4593716,None,100.4581614,None,101.4593716,None,101.4593716,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block4.xlsx,aoiConditions/train1P2Block4Test.xlsx,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block5.xlsx,aoiConditions/train1P2Block5Test.xlsx,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,trainingaudio/12_pokika3.wav,pngimages/12_pie.png,0.5,-0.5,0,1,1,1,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,101.5533095,None,j,0.58309873,101.5533095,None,102.7431543,None,102.7444095,None,102.7444095,None,j,0.106750766,103.7448509,None,102.7444095,None,103.7448509,None,103.7448509,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block5.xlsx,aoiConditions/train1P2Block5Test.xlsx,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,-0.5,0.5,0,1,1,1,0,4,4,4,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3946053,None,104.3944749,None,104.3944749,None,f,4.144420489,105.3958598,None,104.3944749,None,105.3958598,None,105.3958598,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block5.xlsx,aoiConditions/train1P2Block5Test.xlsx,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block6.xlsx,aoiConditions/train1P2Block6Test.xlsx,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,0.5,-0.5,0,1,1,1,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,109.5740304,None,f,0.367581293,109.5740304,None,110.499666,None,110.4994355,None,110.4994355,None,j,1.686258703,111.5019985,None,110.4994355,None,111.5019985,None,111.5019985,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block6.xlsx,aoiConditions/train1P2Block6Test.xlsx,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,0.5,-0.5,0,1,1,1,0,5,5,5,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.7540535,None,113.7528564,None,113.7528564,None,j,-0.01019166,114.754375,None,113.7528564,None,114.754375,None,114.754375,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block6.xlsx,aoiConditions/train1P2Block6Test.xlsx,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block7.xlsx,aoiConditions/train1P2Block7Test.xlsx,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,-0.5,0.5,0,1,1,1,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,114.7881832,None,j,0.48232922,114.7881832,None,115.8208698,None,115.8209886,None,115.8209886,None,f,-0.113737143,116.8215988,None,115.8209886,None,116.8215988,None,116.8215988,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block7.xlsx,aoiConditions/train1P2Block7Test.xlsx,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,0.5,-0.5,0,1,1,1,0,6,6,6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3555219,None,117.355356,None,117.355356,None,f,-1.308673408,118.3465229,None,117.355356,None,118.3465229,None,118.3465229,None,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,aoiConditions/train1P2Block7.xlsx,aoiConditions/train1P2Block7Test.xlsx,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
aoiConditions/train1P2LoopCondition.xlsx,four,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.3661578,None,None,None,None,None,f,0.857304677,118.3661578,None,,,,,,,,,,,,,emptytest,1,2020_Aug_11_1958,sonority,2020.1.3,59.47180383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.2663549,None,g,0.534221278,119.2663549,None,119.8416094,None,g,0.642564679,119.8416094,None,,,,,,
