condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,blockloop2.thisRepN,blockloop2.thisTrialN,blockloop2.thisN,blockloop2.thisIndex,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,firstAudio,secondAudio,whichAudio,instructions.started,instructions.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulitrain2.started,stimulitrain2.stopped,imagetrain2.started,imagetrain2.stopped,stimulitest2.started,stimulitest2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,correct2.started,correct2.stopped,incorrect2.started,incorrect2.stopped,key_resp.rt,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,53.00051517097745,54.00136948493309,53.003867180785164,53.003867180785164,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,54.01804861804703,55.01892622874584,54.02512534742709,54.02512534742709,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,55.03560536185978,None,55.03690473001916,55.03690473001916,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,56.10437668807572,57.10296736843884,56.121339308680035,56.121339308680035,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,57.13717454910511,None,57.13827153411694,57.13827153411694,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,,,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,58.13814002281288,58.14011677063536,58.14011677063536,58.14011677063536,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,trainingaudio/18_popata2.wav,pngimages/18_donut.png,,,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,59.15738179557957,59.153856174321845,59.153856174321845,59.153856174321845,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,-0.5,0.5,,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,60.199569142831024,61.19735157408286,j,61.19735157408286,None,60.199971228372306,None,60.199971228372306,None,0.5422586343483999,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/02_pitito3.wav,pngimages/02_pallet.png,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,0.5,-0.5,,,,,0,1,1,1,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,61.803313383308705,62.81384255876765,j,62.79523651849013,None,61.813232010928914,None,61.813232010928914,None,0.14532851590774953,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
autoConditions/train2Block2.xlsx,autoConditions/train2Block2Test.xlsx,,,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,trainingaudio/18_popata2.wav,pngimages/18_donut.png,0.5,-0.5,,,,,0,1,1,1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,62.98098858911544,63.99357622093521,j,63.96144297730643,None,62.98703312629368,None,62.98703312629368,None,0.22502030432224274,,,,,,,,,,,1,001,2020_Jul_12_1533,sonority,2020.1.3,59.934259807664624,
