alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,condFile,numWords,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,condFiles,testFiles,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,text_3.started,text_3.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,participant,session,Experiment Type,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,12.607062958268216,None,12.607062958268216,13.609607855498325,18.25926725838508,None,k,3.2218206436518813,18.25926725838508,None,,,,,,,,
