alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,condFile,numWords,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,condFiles,testFiles,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,text_3.started,text_3.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,participant,session,Experiment Type,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,17.11641847626015,None,17.11641847626015,None,19.31751633132808,None,escape,3.0451738138363,19.31751633132808,None,,,,,,,,
