condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,firstAudio,secondAudio,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,blockloop2.thisRepN,blockloop2.thisTrialN,blockloop2.thisN,blockloop2.thisIndex,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,postTestLoop.thisRepN,postTestLoop.thisTrialN,postTestLoop.thisN,postTestLoop.thisIndex,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1Response.keys,train1Response.rt,train1Response.started,train1Response.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulitrain2.started,stimulitrain2.stopped,imagetrain2.started,imagetrain2.stopped,stimulitest2.started,stimulitest2.stopped,train2Response.keys,train2Response.rt,train2Response.started,train2Response.stopped,correct2.started,correct2.stopped,incorrect2.started,incorrect2.stopped,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,threeWarningTest1.started,threeWarningTest1.stopped,fourWarningTest1.started,fourWarningTest1.stopped,test1Audio1.started,test1Audio1.stopped,test1Audio1Sound.started,test1Audio1Sound.stopped,test1Audio1Mute.started,test1Audio1Mute.stopped,test1Audio2.started,test1Audio2.stopped,test1Audio2Mute1.started,test1Audio2Mute1.stopped,test1Audio2Sound.started,test1Audio2Sound.stopped,test1Audio2Mute2.started,test1Audio2Mute2.stopped,test1Response.keys,test1Response.rt,test1Response.started,test1Response.stopped,test1Image.started,test1Image.stopped,test1F.started,test1F.stopped,test1J.started,test1J.stopped,test2Instr.started,test2Instr.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test3Instr.started,test3Instr.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,postTestText.started,postTestText.stopped,text.started,text.stopped,quit.keys,quit.rt,quit.started,quit.stopped,participant,session,date,expName,psychopyVersion,frameRate
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,trainingaudio/12_pokika3.wav,pngimages/12_pie.png,,,,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.30082811,None,50.3005188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,,,,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.35080032,None,51.34380881,51.34380881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,,,,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.36829107,None,52.36217283,52.36217283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,,,,,,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.36902191,None,53.37353385,53.37353385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,,,,,,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.40333736,None,54.39871132,54.39871132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,trainingaudio/25_tapapi1.wav,pngimages/25_apple.png,,,,,,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.42065624,None,55.41053677,55.41053677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,,,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,0.5,-0.5,,,,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.47165675,None,56.47404094,None,56.47404094,None,f,0.694254354,57.47325784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,,,trainingaudio/12_pokika3.wav,pngimages/12_pie.png,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,0.5,-0.5,,,,0,3,3,3,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.22368534,None,58.22156477,None,58.22156477,None,j,1.585509583,59.20793675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,,,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,trainingaudio/25_tapapi1.wav,pngimages/25_apple.png,-0.5,0.5,,,,0,3,3,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.82595558,None,60.8237132,None,60.8237132,None,f,0.299456661,61.81019015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block4.xlsx,aoiConditions/train1Block4Test.xlsx,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,,,,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.16074451,None,62.16230347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,trainingaudio/03_kikita3.wav,pngimages/03_box.png,,,,,,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.17718257,None,63.18264375,63.18264375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,,,,,,,,,,0,4,4,4,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.21137266,None,64.20465331,64.20465331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,,,,,,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.22908799,None,65.23133807,65.23133807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,,,,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.26318769,None,66.26686955,66.26686955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,,,,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.29709973,None,67.2877981,67.2877981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,,,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,0.5,-0.5,,,,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.34816367,None,68.35205291,None,68.35205291,None,j,1.289814004,69.33297904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,,,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,0.5,-0.5,,,,0,4,4,4,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68429687,None,70.68420731,None,70.68420731,None,j,0.642226367,71.66825376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,,,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,trainingaudio/03_kikita3.wav,pngimages/03_box.png,-0.5,0.5,,,,0,4,4,4,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.35232809,None,72.34602332,None,72.34602332,None,f,0.798635046,73.33650451,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block5.xlsx,aoiConditions/train1Block5Test.xlsx,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,,,,,,,,,,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.18732544,None,74.17639516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,trainingaudio/18_popata2.wav,pngimages/18_donut.png,,,,,,,,,,0,5,5,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.20391695,None,75.19363474,75.19363474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,,,,,,,,,,0,5,5,5,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.254814,None,76.24754799,76.24754799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,,,,,,,,,,0,5,5,5,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.28887353,None,77.27956495,77.27956495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,,,,,,,,,,0,5,5,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3064086,None,78.30700337,78.30700337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,,,,,,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32367009,None,79.32669609,79.32669609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,,,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,0.5,-0.5,,,,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.37495212,None,80.3679668,None,80.3679668,None,j,0.636035175,81.3594399,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,,,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,trainingaudio/18_popata2.wav,pngimages/18_donut.png,-0.5,0.5,,,,0,5,5,5,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.04349383,None,82.04311784,None,82.04311784,None,f,0.588431303,83.02787566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,,,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,-0.5,0.5,,,,0,5,5,5,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.67838244,None,83.6809401,None,83.6809401,None,f,0.283633762,84.67921984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block6.xlsx,aoiConditions/train1Block6Test.xlsx,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,,,,,,,,,,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.01290314,None,85.00908535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,,,,,,,,,,0,6,6,6,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.02961132,None,86.01937329,86.01937329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,,,,,,,,,,0,6,6,6,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0638218,None,87.06595468,87.06595468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,trainingaudio/16_kokapi2.wav,pngimages/16_icecream.png,,,,,,,,,,0,6,6,6,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.08142582,None,88.08230392,88.08230392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,,,,,,,,,,0,6,6,6,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.11550618,None,89.10407938,89.10407938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,,,,,,,,,,0,6,6,6,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.14954396,None,90.14018403,90.14018403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,,,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,trainingaudio/16_kokapi2.wav,pngimages/16_icecream.png,0.5,-0.5,,,,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1840016,None,91.18056592,None,91.18056592,None,j,-0.177935313,92.16861247,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,,,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,0.5,-0.5,,,,0,6,6,6,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.23540409,None,92.24022066,None,92.24022066,None,j,-0.845900606,93.23627909,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,,,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,-0.5,0.5,,,,0,6,6,6,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.28637281,None,93.28617677,None,93.28617677,None,j,0.621770552,94.27064498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block7.xlsx,aoiConditions/train1Block7Test.xlsx,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block8.xlsx,aoiConditions/train1Block8Test.xlsx,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.9544914,None,94.95178369,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block8.xlsx,aoiConditions/train1Block8Test.xlsx,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,,,,,,,,,,0,7,7,7,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.95444692,None,95.95775173,95.95775173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block8.xlsx,aoiConditions/train1Block8Test.xlsx,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,,,,,,,,,,0,7,7,7,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.98867968,None,96.98156575,96.98156575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block8.xlsx,aoiConditions/train1Block8Test.xlsx,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,,,,,,,,,,0,7,7,7,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98956571,None,97.99398967,97.99398967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
aoiConditions/train1Block8.xlsx,aoiConditions/train1Block8Test.xlsx,trainingaudio/02_pitito3.wav,pngimages/02_pallet.png,,,,,,,,,,0,7,7,7,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.02371842,None,99.01516327,99.01516327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Jul_20_2230,sonority,2020.1.3,60.01110294
