firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Audio1.started,test1Audio1.stopped,test1Audio1Sound.started,test1Audio1Sound.stopped,test1Audio1Mute.started,test1Audio1Mute.stopped,test1Audio2.started,test1Audio2.stopped,test1Audio2Mute1.started,test1Audio2Mute1.stopped,test1Audio2Sound.started,test1Audio2Sound.stopped,test1Audio2Mute2.started,test1Audio2Mute2.stopped,test1Response.keys,test1Response.rt,test1Response.started,test1Response.stopped,test1Image.started,test1Image.stopped,test1F.started,test1F.stopped,test1J.started,test1J.stopped,test1Instr.started,test1Instr.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,30.722284061368555,None,53.828413707669824,None,None,None,None,None,None,None,None,None,None,None,h,0.5853238131385297,53.828413707669824,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testInstr,001,2020_Aug_06_2250,sonority,2020.1.3,61.574157958053945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1.4774690004996955,54.44607051694766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,testInstr,001,2020_Aug_06_2250,sonority,2020.1.3,61.574157958053945,
trainingaudio/20_tatito3.wav,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,2,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,54.44607051694766,None,None,None,None,None,None,None,None,None,None,None,56.008037750492804,None,56.035865641664714,57.042352479184046,56.99249520455487,None,56.99246375213843,None,56.035865641664714,57.042352479184046,56.99249520455487,57.99291696236469,57.99291696236469,None,f,7.335259624524042,57.99291696236469,None,56.035865641664714,None,56.035865641664714,None,56.035865641664714,None,56.035865641664714,None,testInstr,001,2020_Aug_06_2250,sonority,2020.1.3,61.574157958053945,
