condFile,numWords,condFiles,testFiles,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,train1Questions.thisRepN,train1Questions.thisTrialN,train1Questions.thisN,train1Questions.thisIndex,alltrain2.thisRepN,alltrain2.thisTrialN,alltrain2.thisN,alltrain2.thisIndex,trial2phases.thisRepN,trial2phases.thisTrialN,trial2phases.thisN,trial2phases.thisIndex,train2Words.thisRepN,train2Words.thisTrialN,train2Words.thisN,train2Words.thisIndex,train2Questions.thisRepN,train2Questions.thisTrialN,train2Questions.thisN,train2Questions.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,postTestLoop.thisRepN,postTestLoop.thisTrialN,postTestLoop.thisN,postTestLoop.thisIndex,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,train1QuestText.started,train1QuestText.stopped,train1QuestAdvance.keys,train1QuestAdvance.rt,train1QuestAdvance.started,train1QuestAdvance.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,train2Type.started,train2Type.stopped,skipTrain2Type.keys,skipTrain2Type.rt,skipTrain2Type.started,skipTrain2Type.stopped,train2QuestText.started,train2QuestText.stopped,train2QuestAdvance.keys,train2QuestAdvance.rt,train2QuestAdvance.started,train2QuestAdvance.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Text.started,test1Text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Text.started,test2Text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3warning3.started,test3warning3.stopped,test3warning2.started,test3warning2.stopped,test3warning1.started,test3warning1.stopped,test3Text.started,test3Text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,skipPostTestInstr.keys,skipPostTestInstr.rt,skipPostTestInstr.started,skipPostTestInstr.stopped,postTestWarning3.started,postTestWarning3.stopped,postTestWarning2.started,postTestWarning2.stopped,postTestWarning1.started,postTestWarning1.stopped,text.started,text.stopped,quit.keys,quit.rt,quit.started,quit.stopped,participant,session,date,expName,psychopyVersion,frameRate,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block9.xlsx,aoiConditions/train2P1Block9Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.50492440816015,None,h,0.5565132680349052,98.50492440816015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block10.xlsx,aoiConditions/train2P1Block10Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17604174511507,None,h,0.3224921082146466,99.17604174511507,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block11.xlsx,aoiConditions/train2P1Block11Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.60692785168067,None,h,0.28765726229175925,99.60692785168067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block12.xlsx,aoiConditions/train2P1Block12Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.96834702696651,None,h,0.6597861382178962,99.96834702696651,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block13.xlsx,aoiConditions/train2P1Block13Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.75864206859842,None,h,0.530589328147471,100.75864206859842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P1LoopCondition.xlsx,two,aoiConditions/train2P1Block14.xlsx,aoiConditions/train2P1Block14Test.xlsx,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3448418690823,None,h,0.4220941383391619,101.3448418690823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P1LoopCondition.xlsx,two,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block1.xlsx,aoiConditions/train2P2Block1Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.90548209520057,None,h,5.778903807513416,101.90548209520057,None,107.79092333605513,None,h,0.9825399098917842,107.79092333605513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block2.xlsx,aoiConditions/train2P2Block2Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.86632130621001,None,h,0.4181903307326138,108.86632130621001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block3.xlsx,aoiConditions/train2P2Block3Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.39504198683426,None,h,0.07473040744662285,109.39504198683426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block4.xlsx,aoiConditions/train2P2Block4Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.59136925870553,None,h,0.044982707127928734,109.59136925870553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block5.xlsx,aoiConditions/train2P2Block5Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.73204603465274,None,h,0.25493271509185433,109.73204603465274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block6.xlsx,aoiConditions/train2P2Block6Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.09064392605796,None,h,0.23009167658165097,110.09064392605796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,aoiConditions/train2P2Block7.xlsx,aoiConditions/train2P2Block7Test.xlsx,,,,,,,,,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.43170507904142,None,h,0.2913507572375238,110.43170507904142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
aoiConditions/train2P2LoopCondition.xlsx,four,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1.6828699158504605,110.81530334800482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.81530334800482,None,None,None,None,None,112.53039978258312,None,h,3.8108573351055384,112.53039978258312,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,3.044731237925589,116.38707276713103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.38707276713103,None,None,None,None,None,119.46664640307426,None,h,4.089570464100689,119.46664640307426,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1.256600866559893,123.60388228530064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.60388228530064,None,None,None,None,None,124.88271435257047,None,h,7.93085892079398,124.88271435257047,None,,,,,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,7.299334324896336,132.90527178253978,None,,,,,,,,,,,,,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.90527178253978,None,None,None,None,None,140.28221292514354,None,j,6.140338463243097,140.28221292514354,None,instr,001,2020_Aug_20_1344,condition1,2020.1.3,48.01891430579252,
