condFiles,testFiles,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,instructions.started,instructions.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1TestAnswer.keys,train1TestAnswer.rt,train1TestAnswer.started,train1TestAnswer.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/10_tokiti.wav,pngimages/100_bicycle.png,trainaudio/24_takopa.wav,pngimages/24_banana.png,-0.5,0.5,0,0,0,0,,,,,0,0,0,1,12.495351038593071,None,14.857597809428626,None,14.891773688748799,None,14.891773688748799,None,j,2.9794901981949806,16.859925140866835,None,1,001,2020_Jul_05_2126,sonority,2020.1.3,60.74029819244104,
autoConditions/train1Block1.xlsx,autoConditions/train1Block1Test.xlsx,trainaudio/01_pitito.wav,pngimages/01_gift.png,trainaudio/27_pakapa.wav,pngimages/27_kiwi.png,-0.5,0.5,0,0,0,0,,,,,0,1,1,2,,,19.879003836596894,None,19.883247163143096,None,19.883247163143096,None,j,-0.491131197561117,21.88091144941609,None,1,001,2020_Jul_05_2126,sonority,2020.1.3,60.74029819244104,
