firstAudio,secondAudio,imageLoc,whichAudio,currentPhase,feedback,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,instructions.started,instructions.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Text.started,test1Text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,test1Audio1.started,test1Audio1.stopped,test1Audio1Sound.started,test1Audio1Sound.stopped,test1Audio1Mute.started,test1Audio1Mute.stopped,test1Audio2.started,test1Audio2.stopped,test1Audio2Mute1.started,test1Audio2Mute1.stopped,test1Audio2Sound.started,test1Audio2Sound.stopped,test1Audio2Mute2.started,test1Audio2Mute2.stopped,test1Response.keys,test1Response.rt,test1Response.started,test1Response.stopped,test1Image.started,test1Image.stopped,test1F.started,test1F.stopped,test1J.started,test1J.stopped,test1Instr.started,test1Instr.stopped,test1Correct.started,test1Correct.stopped,text_2.started,text_2.stopped,image.started,image.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Text.started,test2Text.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,test2Instr.started,test2Instr.stopped,participant,session,date,expName,psychopyVersion,frameRate,
trainingaudio/13_kopopi3.wav,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,2,test1,trainingaudio/13_kopopi1.wav,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,150.52425016211345,None,150.52481687348336,151.5255070910789,151.5255070910789,None,152.52626304542645,None,150.52481687348336,152.52639138512313,152.52639138512313,153.52729002712294,153.52729002712294,None,j,0.0503960819914937,153.52729002712294,None,150.03300848789513,None,153.52729002712294,None,153.52729002712294,None,150.03300848789513,None,154.09321642182766,None,153.59464779263362,None,154.09346294403076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/27_pakapa1.wav,trainingaudio/27_pakapa2.wav,pngimages/27_kiwi.png,1,test1,trainingaudio/27_pakapa1.wav,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,155.61179868159815,None,155.61224872013554,156.61311073694378,156.61311073694378,None,157.6137394465506,None,155.61224872013554,157.61390063585714,157.61390063585714,158.6147335791029,158.6147335791029,None,f,0.3918672879226506,158.6147335791029,None,155.12277227360755,None,158.6147335791029,None,158.6147335791029,None,155.12277227360755,None,159.53109494624658,None,159.03165637142956,None,159.5314158522524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/24_takopa3.wav,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,2,test1,trainingaudio/24_takopa1.wav,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,161.08289902731775,None,161.08355598011985,162.08428508834913,162.08428508834913,None,163.08557645259424,None,161.08355598011985,163.08564475690946,163.08564475690946,164.08606462692842,164.08606462692842,None,j,0.24928372912108898,164.08606462692842,None,160.5849764388986,None,164.08606462692842,None,164.08606462692842,None,160.5849764388986,None,164.8690648458898,None,164.36924378108233,None,164.86912220017985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/17_kotako1.wav,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,2,test1,trainingaudio/17_kotako2.wav,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,166.38742735357954,None,166.38781622378156,167.38854722026736,167.38854722026736,None,168.38932167626916,None,166.38781622378156,168.38932805741206,168.38932805741206,169.39049931289628,169.39049931289628,None,j,0.019794671796262264,169.39049931289628,None,165.8958775731735,None,169.39049931289628,None,169.39049931289628,None,165.8958775731735,None,169.93975929245352,None,169.44045891147107,None,169.94004923664033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/20_tatito1.wav,trainingaudio/20_tatito2.wav,pngimages/20_pizza.png,1,test1,trainingaudio/20_tatito1.wav,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,171.47488600835203,None,171.47553238878027,172.4762958572246,172.4762958572246,None,173.4768471627496,None,171.47553238878027,173.4769490719773,173.4769490719773,174.478012339212,174.478012339212,None,f,0.260617570951581,174.478012339212,None,170.9805749799125,None,174.478012339212,None,174.478012339212,None,170.9805749799125,None,175.26113489437847,None,174.7616064553149,None,175.26121452637017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/05_titopo1.wav,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,2,test1,trainingaudio/05_titopo2.wav,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,176.77933051139115,None,176.7798858950846,177.7806127378717,177.7806127378717,None,178.7813671820797,None,176.7798858950846,178.78139584045857,178.78139584045857,179.7825523703359,179.7825523703359,None,f,1.528072374407202,179.7825523703359,None,176.28903052350506,None,179.7825523703359,None,179.7825523703359,None,176.28903052350506,None,181.83291299762203,None,181.332931461744,None,181.83336416911334,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/21_papika3.wav,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,2,test1,trainingaudio/21_papika1.wav,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,183.36818319447337,None,183.3685124074109,184.3693279819563,184.3693279819563,None,185.3700937533751,None,183.3685124074109,185.3702485235408,185.3702485235408,186.37121173227206,186.37121173227206,None,j,0.053326486609876156,186.37121173227206,None,182.87861231528223,None,186.37121173227206,None,186.37121173227206,None,182.87861231528223,None,186.95365048879756,None,186.4547405266203,None,186.95409637363628,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/02_pitito3.wav,trainingaudio/02_pitito2.wav,pngimages/02_pallet.png,1,test1,trainingaudio/02_pitito3.wav,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,188.47240454778074,None,188.47294369526207,189.47369130514562,189.47369130514562,None,190.47436758996918,None,188.47294369526207,190.47451329836622,190.47451329836622,191.4752435395494,191.4752435395494,None,j,2.123203093186021,191.4752435395494,None,187.9825761578977,None,191.4752435395494,None,191.4752435395494,None,187.9825761578977,None,194.12642729310318,None,193.62689847592264,None,194.1267742519267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/11_tokiko1.wav,trainingaudio/11_tokiko3.wav,pngimages/11_compass.png,1,test1,trainingaudio/11_tokiko1.wav,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,195.6450918654911,None,195.64556984510273,196.64612451102585,196.64612451102585,None,197.64697901420294,None,195.64556984510273,197.6471364274621,197.6471364274621,198.64807207277045,198.64807207277045,None,f,1.2000558823347092,198.64807207277045,None,195.15422626165673,None,198.64807207277045,None,198.64807207277045,None,195.15422626165673,None,200.36505833622067,None,199.86629487527534,None,200.36528673488647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
trainingaudio/23_patoko1.wav,trainingaudio/23_patoko3.wav,pngimages/23_lemon.png,1,test1,trainingaudio/23_patoko1.wav,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,201.88350277887656,None,201.88400228042156,202.88460716512054,202.88460716512054,None,203.86880582552402,None,201.88400228042156,203.88543406687677,203.8689103773795,204.8703448069282,204.8703448069282,None,f,1.0571842291392386,204.8703448069282,None,201.3908055308275,None,204.8703448069282,None,204.8703448069282,None,201.3908055308275,None,206.45340468343346,None,205.9543621907942,None,206.45370897604153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,001,2020_Aug_26_1739,condition1,2020.1.3,59.91715254313671,
