firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,instructions.started,instructions.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,threeWarningTest1.started,threeWarningTest1.stopped,fourWarningTest1.started,fourWarningTest1.stopped,test2Instr.started,test2Instr.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test3Instr.started,test3Instr.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3Audio1.started,test3Audio1.stopped,test3Audio1Sound.started,test3Audio1Sound.stopped,test3Audio1Mute.started,test3Audio1Mute.stopped,test3Audio2.started,test3Audio2.stopped,test3Audio2Mute1.started,test3Audio2Mute1.stopped,test3Audio2Sound.started,test3Audio2Sound.stopped,test3Audio2Mute2.started,test3Audio2Mute2.stopped,test3Response.keys,test3Response.rt,test3Response.started,test3Response.stopped,test3Image.started,test3Image.stopped,test3F.started,test3F.stopped,test3J.started,test3J.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,10.67978369165212,None,12.11084709840361,None,a,0.6104009868577123,12.11084709840361,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.746803119312972,None,a,0.4271403440507129,12.746803119312972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,13.202767212875187,None,a,0.47926119551993906,13.202767212875187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.706071232096292,None,a,0.9977379145566374,13.706071232096292,None,,,,,,,,,,,,,,,,,,,,,,,,,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/72_topata3.wav,novelaudio/72_topata2.wav,pngimages/72_nose.png,2,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.798833162698429,15.800353113445453,14.817682176129892,15.816939097363502,15.78393213218078,None,15.78374926991528,16.784597051679157,14.817682176129892,15.816939097363502,15.78393213218078,16.784597051679157,16.784597051679157,None,f,1.505355037166737,16.784597051679157,None,14.817682176129892,None,14.817682176129892,None,14.817682176129892,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/40_kototi1.wav,novelaudio/40_kototi2.wav,pngimages/40_spoon.png,1,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.352495713543615,19.35312132688705,18.344852688838728,19.35312132688705,19.33687101211399,None,19.336323784443085,20.33755518810358,18.344852688838728,19.35312132688705,19.33687101211399,20.33755518810358,20.33755518810358,None,j,0.24295160814654082,20.33755518810358,None,18.344852688838728,None,18.344852688838728,None,18.344852688838728,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/77_takopo1.wav,novelaudio/77_takopo2.wav,pngimages/77_bear.png,1,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.654193089506588,21.655589458183385,20.660456094774418,21.671899430686608,21.655589458183385,None,21.65529483197024,22.655941363307647,20.660456094774418,21.671899430686608,21.655589458183385,22.655941363307647,22.655941363307647,None,f,0.3262304124655202,22.655941363307647,None,20.660456094774418,None,20.660456094774418,None,20.660456094774418,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/73_takiti3.wav,novelaudio/73_takiti1.wav,pngimages/73_car.png,2,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.05640631604474,24.05723442591261,23.05221449153032,24.05723442591261,24.0408013620181,None,24.04043877137592,25.041240110760555,23.05221449153032,24.05723442591261,24.0408013620181,25.041240110760555,25.041240110760555,None,j,0.2972314655780792,25.041240110760555,None,23.05221449153032,None,23.05221449153032,None,23.05221449153032,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/44_pokato1.wav,novelaudio/44_pokato2.wav,pngimages/44_envelope.png,2,,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.391484688536732,26.39279787626583,25.398842941969633,26.409002503729425,26.39279787626583,None,26.392249138338958,27.393215102842078,25.398842941969633,26.409002503729425,26.39279787626583,27.393215102842078,27.393215102842078,None,j,0.33972929732408375,27.393215102842078,None,25.398842941969633,None,25.398842941969633,None,25.398842941969633,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/81_kakapa2.wav,novelaudio/81_kakapa1.wav,pngimages/81_cat.png,2,,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.809979078290052,28.811004662769847,27.8093754024012,28.811004662769847,28.79475774616003,None,28.794381562632044,29.79525199928321,27.8093754024012,28.811004662769847,28.79475774616003,29.79525199928321,29.79525199928321,None,j,0.2598422996234149,29.79525199928321,None,27.8093754024012,None,27.8093754024012,None,27.8093754024012,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/36_pipapa2.wav,novelaudio/36_pipapa3.wav,pngimages/36_microwave.png,1,,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.128755294182337,31.129632867057808,30.122564557823353,31.129632867057808,31.11355472903233,None,31.113053188670893,32.11383753689006,30.122564557823353,31.129632867057808,31.11355472903233,32.11383753689006,32.11383753689006,None,j,0.23164759948849678,32.11383753689006,None,30.122564557823353,None,30.122564557823353,None,30.122564557823353,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/28_pipiki3.wav,novelaudio/28_pipiki1.wav,pngimages/28_grape.png,2,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.397388539195525,33.39869455283042,32.401270030182786,33.41488143405877,33.39869455283042,None,33.39819339000387,34.39915142534301,32.401270030182786,33.41488143405877,33.39869455283042,34.39915142534301,34.39915142534301,None,j,0.4048264620359987,34.39915142534301,None,32.401270030182786,None,32.401270030182786,None,32.401270030182786,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/57_tipipa3.wav,novelaudio/57_tipipa1.wav,pngimages/57_flashlight.png,1,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.866009512834715,35.86697683657985,34.86180586996488,35.86697683657985,35.85086660424713,None,35.85022762453882,36.851810178137384,34.86180586996488,35.86697683657985,35.85086660424713,36.851810178137384,36.851810178137384,None,j,0.39412922551855445,36.851810178137384,None,34.86180586996488,None,34.86180586996488,None,34.86180586996488,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
