firstAudio,secondAudio,imageLoc,whichAudio,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,instructions.started,instructions.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,threeWarningTest1.started,threeWarningTest1.stopped,fourWarningTest1.started,fourWarningTest1.stopped,test2Instr.started,test2Instr.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test3Instr.started,test3Instr.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3Audio1.started,test3Audio1.stopped,test3Audio1Sound.started,test3Audio1Sound.stopped,test3Audio1Mute.started,test3Audio1Mute.stopped,test3Audio2.started,test3Audio2.stopped,test3Audio2Mute1.started,test3Audio2Mute1.stopped,test3Audio2Sound.started,test3Audio2Sound.stopped,test3Audio2Mute2.started,test3Audio2Mute2.stopped,test3Response.keys,test3Response.rt,test3Response.started,test3Response.stopped,test3Image.started,test3Image.stopped,test3F.started,test3F.stopped,test3J.started,test3J.stopped,participant,session,date,expName,psychopyVersion,frameRate,
novelaudio/33_tipoka3.wav,novelaudio/33_tipoka1.wav,pngimages/33_watermelon.png,1,,,,,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.31795263702515,38.318926870590076,37.31330809334759,38.318926870590076,38.30254742316902,None,38.30213272642577,39.30315381765831,37.31330809334759,38.318926870590076,38.30254742316902,39.30315381765831,39.30315381765831,None,j,0.6196456708712503,39.30315381765831,None,37.31330809334759,None,37.31330809334759,None,37.31330809334759,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/80_tatato1.wav,novelaudio/80_tatato2.wav,pngimages/80_dog.png,1,,,,,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.020447312213946,41.02119926409796,40.01703794801142,41.02119926409796,41.00495423539542,None,41.0048079984379,42.005359379341826,40.01703794801142,41.02119926409796,41.00495423539542,42.005359379341826,42.005359379341826,None,j,0.7295922393677756,42.005359379341826,None,40.01703794801142,None,40.01703794801142,None,40.01703794801142,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/30_tikipa1.wav,novelaudio/30_tikipa3.wav,pngimages/30_mushroom.png,2,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.78935233972734,43.790557161788456,42.79198403889313,43.80676518753171,43.790557161788456,None,43.79012585141463,44.791105786454864,42.79198403889313,43.80676518753171,43.790557161788456,44.791105786454864,44.791105786454864,None,j,0.9377320469357073,44.791105786454864,None,42.79198403889313,None,42.79198403889313,None,42.79198403889313,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/62_pitako2.wav,novelaudio/62_pitako1.wav,pngimages/62_screwdriver.png,1,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.80847592982463,46.809315367019735,45.8074142485857,46.809315367019735,46.79296574858017,None,46.79246194277657,47.79351814906113,45.8074142485857,46.809315367019735,46.79296574858017,47.79351814906113,47.79351814906113,None,j,1.0053646655287594,47.79351814906113,None,45.8074142485857,None,45.8074142485857,None,45.8074142485857,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/69_kotoka3.wav,novelaudio/69_kotoka1.wav,pngimages/69_tooth.png,1,,,,,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.86111115935491,49.8622680286644,48.86358125403058,49.87848964729346,49.8622680286644,None,49.861824635777154,50.86290009866934,48.86358125403058,49.87848964729346,49.8622680286644,50.86290009866934,50.86290009866934,None,j,0.34085486514959484,50.86290009866934,None,48.86358125403058,None,48.86358125403058,None,48.86358125403058,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/52_pakaki1.wav,novelaudio/52_pakaki2.wav,pngimages/52_newspaper.png,1,,,,,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.279805289278734,52.280423464253545,51.27905058115721,52.280423464253545,52.264264523983,None,52.26377733169356,53.26482334325556,51.27905058115721,52.280423464253545,52.264264523983,53.26482334325556,53.26482334325556,None,j,0.24642988084815443,53.26482334325556,None,51.27905058115721,None,51.27905058115721,None,51.27905058115721,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/59_tipoko1.wav,novelaudio/59_tipoko2.wav,pngimages/59_umbrella.png,2,,,,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.598251386370976,54.599644470144995,53.60386393358931,54.615690136211924,54.599644470144995,None,54.599152369319924,55.599979761755094,53.60386393358931,54.615690136211924,54.599644470144995,55.599979761755094,55.599979761755094,None,j,0.20227711321786046,55.599979761755094,None,53.60386393358931,None,53.60386393358931,None,53.60386393358931,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/55_pikiki1.wav,novelaudio/55_pikiki2.wav,pngimages/55_toilet.png,1,,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.88336942372843,56.884526783949696,55.88315276801586,56.884526783949696,56.884526783949696,None,56.884231402550355,57.885164140025154,55.88315276801586,56.884526783949696,56.884526783949696,57.885164140025154,57.86866650986485,None,j,0.16640733170788735,57.86866650986485,None,55.88315276801586,None,55.88315276801586,None,55.88315276801586,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/39_kotipa3.wav,novelaudio/39_kotipa1.wav,pngimages/39_fork.png,1,,,,,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.08519732932327,59.086263956851326,58.07761207444128,59.086263956851326,59.070074054878205,None,59.06940939977066,60.0706880009966,58.07761207444128,59.086263956851326,59.070074054878205,60.0706880009966,60.0706880009966,None,j,1.8740727092372254,60.0706880009966,None,58.07761207444128,None,58.07761207444128,None,58.07761207444128,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/67_tokoki1.wav,novelaudio/67_tokoki3.wav,pngimages/67_laptop.png,1,,,,,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.022026845300566,63.02282097283751,62.01678421383258,63.02282097283751,63.006463425117545,None,63.00607478142483,64.0072431290755,62.01678421383258,63.02282097283751,63.006463425117545,64.0072431290755,64.0072431290755,None,j,0.582831937703304,64.0072431290755,None,62.01678421383258,None,62.01678421383258,None,62.01678421383258,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/48_pakipa1.wav,novelaudio/48_pakipa2.wav,pngimages/48_brush.png,1,,,,,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.64108624662039,65.64209510432556,64.64303754549474,65.658297466347,65.64209510432556,None,65.64151729260338,66.64250855508726,64.64303754549474,65.658297466347,65.64209510432556,66.64250855508726,66.64250855508726,None,j,0.1324567925184965,66.64250855508726,None,64.64303754549474,None,64.64303754549474,None,64.64303754549474,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/61_pikati1.wav,novelaudio/61_pikati2.wav,pngimages/61_key.png,2,,,,,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.82609773069852,67.82662328518927,66.81678504450247,67.82662328518927,67.79385268548504,None,67.79337417754577,68.79455913882703,66.81678504450247,67.82662328518927,67.79385268548504,68.79455913882703,68.79455913882703,None,j,0.03276342572644353,68.79455913882703,None,66.81678504450247,None,66.81678504450247,None,66.81678504450247,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/50_katoko3.wav,novelaudio/50_katoko1.wav,pngimages/50_ruler.png,2,,,,,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.87771073627518,69.87886382977013,68.88321846700273,69.89499407389667,69.87886382977013,None,69.87844346918864,70.87956915039103,68.88321846700273,69.89499407389667,69.87886382977013,70.87956915039103,70.87956915039103,None,j,0.32250633486546576,70.87956915039103,None,68.88321846700273,None,68.88321846700273,None,68.88321846700273,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/74_tatiko1.wav,novelaudio/74_tatiko3.wav,pngimages/74_boat.png,1,,,,,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.27953758456279,72.28035814280156,71.27687420637812,72.28035814280156,72.26424149156082,81.2708242321387,72.26382113097934,73.26458924333565,71.27687420637812,72.28035814280156,72.26424149156082,73.26458924333565,73.26458924333565,81.2708242321387,None,,73.26458924333565,81.2708242321387,71.27687420637812,None,71.27687420637812,None,71.27687420637812,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/42_tokota3.wav,novelaudio/42_tokota1.wav,pngimages/42_harp.png,1,,,,,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.33755435752683,82.33920974645298,81.34076575620566,82.35536000237335,82.33920974645298,None,82.3387535157497,83.3398637160426,81.34076575620566,82.35536000237335,82.33920974645298,83.3398637160426,83.3398637160426,None,f,3.8921829861355945,83.3398637160426,None,81.34076575620566,81.34076575620566,81.34076575620566,81.34076575620566,81.34076575620566,81.34076575620566,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/66_kopipa2.wav,novelaudio/66_kopipa3.wav,pngimages/66_safe.png,2,,,,,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.3163886981085,88.35220682655927,87.3157091285102,88.35220682655927,88.31862631638069,None,88.31258604595205,89.31422863493208,87.3157091285102,88.35220682655927,88.31862631638069,89.3319647294702,89.31422863493208,None,f,5.768618594971485,89.31422863493208,None,87.3157091285102,None,87.3157091285102,None,87.3157091285102,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/58_kipoki2.wav,novelaudio/58_kipoki3.wav,pngimages/58_nail.png,1,,,,,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.18535817863885,96.18687862029765,95.19064309913665,96.20628513151314,96.18687862029765,None,96.18732971594436,97.18752805900294,95.19064309913665,96.20628513151314,96.18687862029765,97.18752805900294,97.18752805900294,None,j,5.171957766753621,97.18752805900294,None,95.19064309913665,None,95.19064309913665,None,95.19064309913665,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/38_kokiko1.wav,novelaudio/38_kokiko2.wav,pngimages/38_plate.png,1,,,,,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.45437580073485,103.4600717931753,102.45108424162026,103.4600717931753,103.43052761990111,112.43835524376482,103.43103875081287,104.43026746681426,102.45108424162026,103.4600717931753,103.43052761990111,104.43026746681426,104.43026746681426,112.43835524376482,None,,104.43026746681426,112.43835524376482,102.45108424162026,None,102.45108424162026,None,102.45108424162026,None,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
novelaudio/53_patapo1.wav,novelaudio/53_patapo3.wav,pngimages/53_hammer.png,1,,,,,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.4884028378059,113.48446765472181,112.50360079761595,113.51774647808634,113.48446765472181,None,113.48981823645299,114.5064345401479,112.50360079761595,113.51774647808634,113.48446765472181,114.48540480993688,114.48540480993688,None,j,0.1854256900260225,114.48540480993688,None,112.50360079761595,112.50360079761595,112.50360079761595,112.50360079761595,112.50360079761595,112.50360079761595,delete,001,2020_Jul_16_1754,sonority,2020.1.3,60.226197198487206,
