condFiles,testFiles,audio,imageLoc,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,instructions.started,instructions.stopped,imagetrain1.started,imagetrain1.stopped,stimuli1train1.started,stimuli1train1.stopped,stimuli2train1.started,stimuli2train1.stopped,sound_1.started,sound_1.stopped,stimuli3train1.started,stimuli3train1.stopped,stimuli4train1.started,stimuli4train1.stopped,stimuli5train1.started,stimuli5train1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
aoiConditions/train1Block1.xlsx,aoiConditions/train1Block1Test.xlsx,trainingaudio/03_kikita3.wav,pngimages/03_box.png,0,0,0,0,0,0,0,0,22.312541722669266,None,28.834361737477593,None,28.802693812246435,None,30.805145821720362,None,32.80677923613693,None,34.808451541303654,None,36.81006720936857,None,38.81213484164327,None,delete,001,2020_Jul_28_1848,sonority,2020.1.3,60.00212963778572,
aoiConditions/train1Block1.xlsx,aoiConditions/train1Block1Test.xlsx,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,0,0,0,0,0,1,1,1,,,41.864502877229825,39.866382096661255,41.86353604386095,None,43.865955581376326,None,45.86767281878274,None,47.86915331294294,None,49.87072669197805,None,51.87257646007929,None,delete,001,2020_Jul_28_1848,sonority,2020.1.3,60.00212963778572,
aoiConditions/train1Block1.xlsx,aoiConditions/train1Block1Test.xlsx,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,0,0,0,0,0,2,2,2,,,54.87523900868837,52.887021038797684,54.87423177419696,None,56.87674797240179,None,58.878432360198346,None,60.87998195162508,None,62.88175507094711,None,64.88334846177604,None,delete,001,2020_Jul_28_1848,sonority,2020.1.3,60.00212963778572,
aoiConditions/train1Block1.xlsx,aoiConditions/train1Block1Test.xlsx,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,0,0,0,0,0,3,3,3,,,67.88600987754762,65.89678036887199,67.88508382295258,None,69.88745465253014,None,71.88932934107724,None,73.89063539293129,None,75.89232393407728,None,77.89401813906152,None,delete,001,2020_Jul_28_1848,sonority,2020.1.3,60.00212963778572,
