firstAudio,secondAudio,imageLoc,whichAudio,currentPhase,alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,instructions.started,instructions.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Text.started,test1Text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Text.started,test2Text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,test2Audio1.started,test2Audio1.stopped,test2Audio1Sound.started,test2Audio1Sound.stopped,test1Audio2Mute.started,test1Audio2Mute.stopped,test2Audio2.started,test2Audio2.stopped,test2Audio2Mute1.started,test2Audio2Mute1.stopped,test2Audio2Sound.started,test2Audio2Sound.stopped,test2Audio2Mute2.started,test2Audio2Mute2.stopped,test2Response.keys,test2Response.rt,test2Response.started,test2Response.stopped,test2Image.started,test2Image.stopped,test2F.started,test2F.stopped,test2J.started,test2J.stopped,test2Instr.started,test2Instr.stopped,skipTest3Instr.keys,skipTest3Instr.started,skipTest3Instr.stopped,test3warning3.started,test3warning3.stopped,test3warning2.started,test3warning2.stopped,test3warning1.started,test3warning1.stopped,test3Audio1.started,test3Audio1.stopped,test3Audio1Sound.started,test3Audio1Sound.stopped,test3Audio1Mute.started,test3Audio1Mute.stopped,test3Audio2.started,test3Audio2.stopped,test3Audio2Mute1.started,test3Audio2Mute1.stopped,test3Audio2Sound.started,test3Audio2Sound.stopped,test3Audio2Mute2.started,test3Audio2Mute2.stopped,test3Response.keys,test3Response.rt,test3Response.started,test3Response.stopped,test3Image.started,test3Image.stopped,test3F.started,test3F.stopped,test3J.started,test3J.stopped,test3Instr.started,test3Instr.stopped,participant,ID Number,date,expName,psychopyVersion,frameRate,
novelaudio/55_pikiki3.wav,novelaudio/55_pikiki1.wav,pngimages/55_toilet.png,2,test2,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.81213071576786,None,145.81326852017082,146.81595841166563,146.81595841166563,None,147.81450947998093,None,145.81326852017082,147.81670111475978,147.81670111475978,148.81528216297738,148.81528216297738,None,j,0.33702217985410243,148.81528216297738,None,145.3305896994425,None,148.81528216297738,None,148.81528216297738,None,145.3305896994425,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/43_potaki3.wav,novelaudio/43_potaki2.wav,pngimages/43_guitar.png,2,test2,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.78443925729954,None,149.78325002628844,150.7849053441314,150.7849053441314,None,151.7861527227331,None,149.78325002628844,151.7865213934565,151.7865213934565,152.80199582094792,152.7872810875997,None,j,0.03672321070916951,152.7872810875997,None,149.3009963623481,None,152.7872810875997,None,152.7872810875997,None,149.3009963623481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/53_patapo1.wav,novelaudio/53_patapo2.wav,pngimages/53_hammer.png,1,test2,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.42856404960622,None,153.42012676165905,154.41990700922906,154.41990700922906,None,155.4220726663014,None,153.42012676165905,155.43044040363748,155.43044040363748,156.44800927641336,156.42309342045337,None,f,0.2659613190917298,156.42309342045337,None,152.93334664939903,None,156.42309342045337,None,156.42309342045337,None,152.93334664939903,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/66_kopipa2.wav,novelaudio/66_kopipa3.wav,pngimages/66_safe.png,2,test2,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.25587445260027,None,157.2616938916035,158.2752033843426,158.2587181708077,None,159.25888642116917,None,157.2616938916035,159.27381690463517,159.25776251172647,160.25864076660946,160.25864076660946,None,j,0.340982633526437,160.25864076660946,None,156.77142794569954,None,160.25864076660946,None,160.25864076660946,None,156.77142794569954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/36_pipapa2.wav,novelaudio/36_pipapa1.wav,pngimages/36_microwave.png,1,test2,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.1798495262163,None,161.1835703664692,162.1928415056318,162.17639253987,None,163.17903923599516,None,161.1835703664692,163.20089267846197,163.17777033522725,164.1878181596985,164.1878181596985,None,f,0.06863414379768074,164.1878181596985,None,160.69025167322252,None,164.1878181596985,None,164.1878181596985,None,160.69025167322252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/81_kakapa3.wav,novelaudio/81_kakapa1.wav,pngimages/81_cat.png,2,test2,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.87823241956067,None,164.88355684909038,165.89598910149653,165.88541417301167,None,166.86546562991572,None,164.88355684909038,166.8988205860369,166.86561605834868,167.86468796280678,167.86468796280678,None,j,0.06420133553911,167.86468796280678,None,164.3943885329645,None,167.86468796280678,None,167.86468796280678,None,164.3943885329645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/28_pipiki2.wav,novelaudio/28_pipiki1.wav,pngimages/28_grape.png,2,test2,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.51662778838073,None,168.51542647462338,169.51616955525242,169.51616955525242,None,170.51737388963812,None,168.51542647462338,170.52624381054193,170.52624381054193,171.54387498425785,171.51835197710898,None,j,0.42658982635475695,171.51835197710898,None,168.026559468708,None,171.51835197710898,None,171.51835197710898,None,168.026559468708,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/65_totipo3.wav,novelaudio/65_totipo1.wav,pngimages/65_wrench.png,2,test2,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.5175649459241,None,172.5188250868814,173.52351729362272,173.52351729362272,None,174.52954447800295,None,172.5188250868814,174.53018160921056,174.53018160921056,175.53917598095722,175.5209157562349,None,j,0.02328508091159165,175.5209157562349,None,172.02947515400592,None,175.5209157562349,None,175.5209157562349,None,172.02947515400592,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/51_tapopa1.wav,novelaudio/51_tapopa3.wav,pngimages/51_pencil.png,1,test2,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.13767139376142,None,176.14186232315842,177.1573994292412,177.13992381910793,None,178.1406784537947,None,176.14186232315842,178.16196363582276,178.1402489169268,179.14623283047695,179.12662312900648,None,f,0.09141251014079899,179.12662312900648,None,175.65322941786144,None,179.12662312900648,None,179.12662312900648,None,175.65322941786144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/44_pokato3.wav,novelaudio/44_pokato2.wav,pngimages/44_envelope.png,2,test2,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.80733580673115,None,179.8111933316104,180.82547422370408,180.81094790354837,None,181.80959978613538,None,179.8111933316104,181.82646273227874,181.81150294851977,182.81205572804902,182.81205572804902,None,j,0.13287588057573885,182.81205572804902,None,179.31788898643572,None,182.81205572804902,None,182.81205572804902,None,179.31788898643572,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/70_kopati1.wav,novelaudio/70_kopati2.wav,pngimages/70_hand.png,2,test2,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.5454712482868,None,183.54491295607295,184.5448665135773,184.5448665135773,None,185.5467493620934,None,183.54491295607295,185.5456118596485,185.5456118596485,186.5487042531604,186.535260459641,None,j,0.6092989291064441,186.535260459641,None,183.0718424548395,None,186.535260459641,None,186.535260459641,None,183.0718424548395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/31_kikopi1.wav,novelaudio/31_kikopi2.wav,pngimages/31_tomato.png,2,test2,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.74707529048902,None,187.74882213410456,188.75503184145782,188.75503184145782,None,189.74895829004237,None,187.74882213410456,189.75162190187257,189.75162190187257,190.75005795876496,190.75005795876496,None,j,0.09849745174869895,190.75005795876496,None,187.2609402386006,None,190.75005795876496,None,190.75005795876496,None,187.2609402386006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/69_kotota2.wav,novelaudio/69_kotota3.wav,pngimages/69_tooth.png,2,test2,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.43324870471844,None,191.4344884562306,192.43673770991154,192.43673770991154,None,193.4365997416433,None,191.4344884562306,193.4453748894157,193.4453748894157,194.45726644503884,194.44131928530987,None,j,0.05422034300863743,194.44131928530987,None,190.93793766433373,None,194.44131928530987,None,194.44131928530987,None,190.93793766433373,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/63_pitapa2.wav,novelaudio/63_pitapa3.wav,pngimages/63_chair.png,1,test2,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.08120104176925,None,195.07594714465085,196.08975190622732,196.07352986710612,None,197.07191782009323,None,195.07594714465085,197.09101000824012,197.0783489412861,198.10848184244242,198.08422486647032,None,f,0.09978236188180745,198.08422486647032,None,194.58913682575803,None,198.08422486647032,None,198.08422486647032,None,194.58913682575803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/42_tokota2.wav,novelaudio/42_tokota3.wav,pngimages/42_harp.png,2,test2,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.77479317965918,None,198.77546806901228,199.7743991354946,199.7743991354946,None,200.7770650882274,None,198.77546806901228,200.7769870798802,200.7769870798802,201.79280472919345,201.77837809058838,None,j,0.1520188911817968,201.77837809058838,None,198.30771656008437,None,201.77837809058838,None,201.77837809058838,None,198.30771656008437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/56_pipiko3.wav,novelaudio/56_pipiko1.wav,pngimages/56_towel.png,1,test2,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.52949274932035,None,202.52662479039282,203.52765974157955,203.52765974157955,None,204.52865414049012,None,202.52662479039282,204.52879512950312,204.52879512950312,205.53147822455503,205.5124141285196,None,f,1.2879448761232197,205.5124141285196,None,202.03797300590668,None,205.5124141285196,None,205.5124141285196,None,202.03797300590668,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/77_takopo1.wav,novelaudio/77_takopo3.wav,pngimages/77_bear.png,1,test2,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.3976265219506,None,207.39756550476886,208.39882398431655,208.39882398431655,None,209.4008952460252,None,207.39756550476886,209.40108381025493,209.40108381025493,210.40031618683133,210.40031618683133,None,f,0.15217747539281845,210.40031618683133,None,206.91710006748326,None,210.40031618683133,None,210.40031618683133,None,206.91710006748326,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/60_pipopa3.wav,novelaudio/60_pipopa1.wav,pngimages/60_firewood.png,1,test2,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.21852521151305,None,211.21934509219136,212.21788951510098,212.21788951510098,None,213.21982069402003,None,211.21934509219136,213.21870093804318,213.21870093804318,214.22079613839742,214.22079613839742,None,f,0.4935931951040402,214.22079613839742,None,210.73165009962395,None,214.22079613839742,None,214.22079613839742,None,210.73165009962395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/76_patoti1.wav,novelaudio/76_patoti2.wav,pngimages/76_rabbit.png,1,test2,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.3427884553792,None,215.33731782634277,216.3380684586009,216.3380684586009,None,217.3504424123792,None,215.33731782634277,217.34109590796288,217.34109590796288,218.35657637682743,218.34128960734233,None,f,0.12394380976911634,218.34128960734233,None,214.86153138044756,None,218.34128960734233,None,218.34128960734233,None,214.86153138044756,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/80_tatato2.wav,novelaudio/80_tatato1.wav,pngimages/80_dog.png,2,test2,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.09653047805187,None,219.10297405940946,220.10779086814728,220.09902795392554,None,221.09180164576975,None,219.10297405940946,221.10850298707373,221.0970720810583,222.11191405938007,222.09541714086663,None,j,0.18551604449748993,222.09541714086663,None,218.6027086195536,None,222.09541714086663,None,222.09541714086663,None,218.6027086195536,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/47_takiko1.wav,novelaudio/47_takiko2.wav,pngimages/47_notebook.png,1,test2,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.89340666979552,None,222.89351707464084,223.89639160351362,223.89639160351362,None,224.89622569417116,None,222.89351707464084,224.89721775206272,224.89721775206272,225.89590036985464,225.89590036985464,None,f,0.15427418611943722,225.89590036985464,None,222.39320405945182,None,225.89590036985464,None,225.89590036985464,None,222.39320405945182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/73_takiti2.wav,novelaudio/73_takiti1.wav,pngimages/73_car.png,2,test2,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.63942488278263,None,226.63148675789125,227.63440395344514,227.64741654880345,None,228.64847664693372,None,226.63148675789125,228.63196704164147,228.6578967042733,229.660272447858,229.64638461824507,None,f,0.42561188992112875,229.64638461824507,None,226.1567043014802,None,229.64638461824507,None,229.64638461824507,None,226.1567043014802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/58_kipoki3.wav,novelaudio/58_kipoki2.wav,pngimages/58_nail.png,2,test2,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.6682252984727,None,230.6689515389735,231.67725002777297,231.65230283257551,None,232.67014303542675,None,230.6689515389735,232.67055286257528,232.67055286257528,233.68579092400614,233.67102823778987,None,j,0.9540781457908452,233.67102823778987,None,230.16297555458732,None,233.67102823778987,None,233.67102823778987,None,230.16297555458732,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/71_kotato1.wav,novelaudio/71_kotato2.wav,pngimages/71_eye.png,2,test2,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.20480200748426,None,235.20383857027628,236.20446799881756,236.20446799881756,None,237.20734237665312,None,235.20383857027628,237.20544971106574,237.20544971106574,238.20804671745282,238.20804671745282,None,j,0.032284738845191896,238.20804671745282,None,234.7213372128317,None,238.20804671745282,None,238.20804671745282,None,234.7213372128317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/34_kipaki2.wav,novelaudio/34_kipaki1.wav,pngimages/34_knife.png,1,test2,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.84166590527167,None,238.842389502679,239.85749465529807,239.84264776844066,None,240.84149901412894,None,238.842389502679,240.84361626533791,240.84361626533791,241.84263153246138,241.84263153246138,None,f,0.43891333520878106,241.84263153246138,None,238.35486668732483,None,241.84263153246138,None,241.84263153246138,None,238.35486668732483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/33_tipoka1.wav,novelaudio/33_tipoka3.wav,pngimages/33_watermelon.png,2,test2,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.8928384094732,None,242.8966347660171,243.91269217967056,243.89428243262228,None,244.89638503356838,None,242.8966347660171,244.8950912123546,244.8950912123546,245.89592113683466,245.89592113683466,None,j,0.9210956362076104,245.89592113683466,None,242.4075559368357,None,245.89592113683466,None,245.89592113683466,None,242.4075559368357,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/30_tikipa3.wav,novelaudio/30_tikipa2.wav,pngimages/30_mushroom.png,1,test2,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.41543025053107,None,247.41606322827283,248.41466353321448,248.41466353321448,None,249.41728946235963,None,247.41606322827283,249.41761961975135,249.41761961975135,250.4331435104832,250.39985213906039,None,f,0.10627487790770829,250.39985213906039,None,246.92400792322587,None,250.39985213906039,None,250.39985213906039,None,246.92400792322587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/38_kokiko2.wav,novelaudio/38_kokiko1.wav,pngimages/38_plate.png,2,test2,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.116274976125,None,251.11768463929184,252.11932825215627,252.11932825215627,None,253.11178175483366,None,251.11768463929184,253.11836390860844,253.10456254531164,254.12001884891652,254.12001884891652,None,j,0.10546421015169472,254.12001884891652,None,250.62979179399554,None,254.12001884891652,None,254.12001884891652,None,250.62979179399554,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,254.25603960675653,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/65_totipo1.wav,novelaudio/65_totipo3.wav,pngimages/65_wrench.png,1,test3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.25603960675653,314.25483285600785,314.245969127398,374.2520134539809,374.23576762725133,434.23466131312307,434.8358133901609,None,434.83655209082644,435.8373144280631,435.8373144280631,None,436.8378123072442,None,434.83655209082644,436.83806468278635,436.83806468278635,437.8404358953703,437.8404358953703,None,f,2.3215220768470317,437.8404358953703,None,434.3480396339437,None,437.8404358953703,None,437.8404358953703,None,434.3480396339437,None,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
novelaudio/68_pokopo2.wav,novelaudio/68_pokopo1.wav,pngimages/68_heart.png,2,test3,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.7239918382373,None,440.7247218545526,441.7273838049732,441.7273838049732,None,442.72606136307587,None,440.7247218545526,442.7275688198861,442.7275688198861,443.72733774001244,443.72733774001244,None,j,3.4814369548112154,443.72733774001244,None,440.23846280481666,None,443.72733774001244,None,443.72733774001244,None,440.23846280481666,None,thomas,1032,2020_Oct_22_2250,experiment,2020.1.3,60.15258263435203,
