alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,postTestLoop.thisRepN,postTestLoop.thisTrialN,postTestLoop.thisN,postTestLoop.thisIndex,instructions.started,instructions.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,test1Text.started,test1Text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test2warning3.started,test2warning3.stopped,test2warning2.started,test2warning2.stopped,test2warning1.started,test2warning1.stopped,test2Text.started,test2Text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,test3warning3.started,test3warning3.stopped,test3warning2.started,test3warning2.stopped,test3warning1.started,test3warning1.stopped,test3Text.started,test3Text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,skipPostTestInstr.keys,skipPostTestInstr.rt,skipPostTestInstr.started,skipPostTestInstr.stopped,postTestInstrText.started,postTestInstrText.stopped,participant,ID Number,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,23.58171269253944,None,b,0.16102661268087104,24.96517796527769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,24.96517796527769,None,None,None,None,None,25.143628810648806,None,b,0.30603888028417714,25.143628810648806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.2769413518544752,25.511259844482993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.511259844482993,None,None,None,None,None,25.810249286558246,None,b,0.28583980443363544,25.810249286558246,None,,,,,,,,,,,,,,,,,,,,,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.32839356632030103,26.14413439166674,None,,,,,,,,,,,,,,,,,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.14413439166674,None,None,None,None,None,26.49424679754884,None,b,0.35417064699868206,26.49424679754884,None,,,,,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0.39222515310393646,26.89532773657993,None,,,deletesurvey,1002,2020_Oct_01_2119,experiment,2020.1.3,59.864423175687634,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.89532773657993,None,,,,,,,
