train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,firstAudio,secondAudio,imageLoc,whichAudio,instructions.started,instructions.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,threeWarningTest1.started,threeWarningTest1.stopped,fourWarningTest1.started,fourWarningTest1.stopped,test2Instr.started,test2Instr.stopped,skipTest2Instr.keys,skipTest2Instr.rt,skipTest2Instr.started,skipTest2Instr.stopped,test3Instr.started,test3Instr.stopped,skipTest3Instr.keys,skipTest3Instr.rt,skipTest3Instr.started,skipTest3Instr.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,12.16073273323127,None,13.292075712495716,None,q,0.9802253402012866,13.292075712495716,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_19_1828,sonority,2020.1.3,59.85553887737481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.317616030573845,None,q,0.5078363111824729,14.317616030573845,None,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_19_1828,sonority,2020.1.3,59.85553887737481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,14.878456751903286,None,q,0.4660834302485455,14.878456751903286,None,,,,,,,1,001,2020_Jul_19_1828,sonority,2020.1.3,59.85553887737481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.400217108952347,None,q,0.3724388696718961,15.400217108952347,None,1,001,2020_Jul_19_1828,sonority,2020.1.3,59.85553887737481,
