train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,condFiles,testloop.thisRepN,testloop.thisTrialN,testloop.thisN,testloop.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,12.905455521657132,None,,,,,,,
