alltrain1.thisRepN,alltrain1.thisTrialN,alltrain1.thisN,alltrain1.thisIndex,condFile,numWords,trial1phases.thisRepN,trial1phases.thisTrialN,trial1phases.thisN,trial1phases.thisIndex,condFiles,testFiles,train1Words.thisRepN,train1Words.thisTrialN,train1Words.thisN,train1Words.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,train1Type.started,train1Type.stopped,skipTrain1Type.keys,skipTrain1Type.rt,skipTrain1Type.started,skipTrain1Type.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,25.11589426221326,None,26.13533589616418,None,n,0.2956880279816687,26.13533589616418,None,,,,,,,
