train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,condFiles,testFiles,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,audio,imageLoc,instructions.started,instructions.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,19.2721419884474,None,,,,,,,
