train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,firstAudio,secondAudio,imageLoc,whichAudio,instructions.started,instructions.stopped,train2warning10.started,train2warning10.stopped,train2warning5.started,train2warning5.stopped,train2warning4.started,train2warning4.stopped,train2warning3.started,train2warning3.stopped,train2warning2.started,train2warning2.stopped,train2warning1.started,train2warning1.stopped,skipTrain2Instr.keys,skipTrain2Instr.rt,skipTrain2Instr.started,skipTrain2Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,test1warning10.started,test1warning10.stopped,test1warning5.started,test1warning5.stopped,test1warning4.started,test1warning4.stopped,test1warning3.started,test1warning3.stopped,test1warning2.started,test1warning2.stopped,test1warning1.started,test1warning1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,36.803585884626955,None,43.307345456210896,None,None,None,None,None,None,None,None,None,None,None,t,0.754598556086421,43.307345456210896,None,,,,,,,,,,,,,,,,,testInstructions,001,2020_Aug_06_2247,sonority,2020.1.3,60.81866505766206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r,0.5155691653490067,44.09500838234089,None,,,,,,,,,,,,,testInstructions,001,2020_Aug_06_2247,sonority,2020.1.3,60.81866505766206,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.09500838234089,None,None,None,None,None,None,None,None,None,None,None,,,,,,,
