train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,firstAudio,secondAudio,imageLoc,whichAudio,instructions.started,instructions.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,threeWarningTest1.started,threeWarningTest1.stopped,fourWarningTest1.started,fourWarningTest1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,14.346202917164192,None,19.410467516630888,None,h,1.23218489671126,19.410467516630888,None,,,,,,,,,,,,,,,delete,001,2020_Jul_16_1108,sonority,2020.1.3,60.49569428160074,
,,,,,,,,,,,,,,,,,,,,,,,,20.68653143499978,None,h,0.6223691598279402,20.68653143499978,None,,,,,,,,,delete,001,2020_Jul_16_1108,sonority,2020.1.3,60.49569428160074,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,,,,,,,
