condFiles,testFiles,audio,imageLoc,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,blockwords1.thisRepN,blockwords1.thisTrialN,blockwords1.thisN,blockwords1.thisIndex,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,blockloop2.thisRepN,blockloop2.thisTrialN,blockloop2.thisN,blockloop2.thisIndex,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,firstAudio,secondAudio,whichAudio,instructions.started,instructions.stopped,stimulitrain1.started,stimulitrain1.stopped,imagetrain1.started,imagetrain1.stopped,stimulitest1.started,stimulitest1.stopped,correct.started,correct.stopped,incorrect.started,incorrect.stopped,train1TestAnswer.keys,train1TestAnswer.rt,train1TestAnswer.started,train1TestAnswer.stopped,notice.started,notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,stimulitrain2.started,stimulitrain2.stopped,imagetrain2.started,imagetrain2.stopped,stimulitest2.started,stimulitest2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,correct2.started,correct2.stopped,incorrect2.started,incorrect2.stopped,test1Instr.started,test1Instr.stopped,skipTest1Instr.keys,skipTest1Instr.rt,skipTest1Instr.started,skipTest1Instr.stopped,oneWarningTest1.started,oneWarningTest1.stopped,twoWarningTest1.started,twoWarningTest1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,,,,,,,0,3,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,51.128505260252865,52.12835853244178,51.13179904705612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,,,,,,,0,3,3,3,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,52.16177502161591,None,52.15702822903404,52.15702822903404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,,,,,,,0,3,3,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,53.16234486627509,54.16326661611674,53.164486956666224,53.164486956666224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,,,,,,,0,3,3,3,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,54.19668310529087,55.19753130240133,54.20205811643973,54.20205811643973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,,,,,,,0,3,3,3,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,55.23094779157546,None,55.22444826975698,55.22444826975698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,,,,,,,0,3,3,3,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,56.26499718136038,56.25372926943237,56.25372926943237,56.25372926943237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,-0.5,0.5,0,3,3,3,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,57.29929131891695,58.3013867403497,57.291372547100764,None,57.291372547100764,None,j,0.17081671819323674,58.26800219446886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,0.5,-0.5,0,3,3,3,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,58.51843299508328,59.51898343214998,58.51563429203816,None,58.51563429203816,None,j,0.18391914333915338,59.50231060461374,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,-0.5,0.5,0,3,3,3,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,59.752316627022815,60.75274321762845,59.75439475523308,None,59.75439475523308,None,j,0.18366616434650496,60.75274321762845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block4.xlsx,autoConditions/train1Block4Test.xlsx,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainingaudio/16_kotapi2.wav,pngimages/16_icecream.png,,,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,60.96985003629234,None,60.97049245197559,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainingaudio/26_kapako1.wav,pngimages/26_pineapple.png,,,,,,,0,4,4,4,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,61.986533436086034,62.98732650640886,61.99107776989695,61.99107776989695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,,,,,,,0,4,4,4,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,63.02074299558299,None,63.02055171324173,63.02055171324173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,,,,,,,0,4,4,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,64.02156846232829,64.02160667348653,64.02160667348653,64.02160667348653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,,,,,,,0,4,4,4,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,65.05560946987826,65.05390945088584,65.05390945088584,65.05390945088584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
autoConditions/train1Block5.xlsx,autoConditions/train1Block5Test.xlsx,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,,,,,,,0,4,4,4,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,66.09031403756818,67.090728092473,66.09494604560314,66.09494604560314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Jul_10_0014,sonority,2020.1.3,60.013573322230414,
